description,y_pred,y_conf,y_true
"Incision of artery in one arm for insertion of prosthesis, open procedure",Moderate-High,0.4292479,2
Revision of implanted arterial infusion pump,Moderate-High,0.31764314,2
Mechanical separation of plasma from opening blood,Moderate-Low,0.7730289,2
Removal of sutures between upper and lower eyelids,Moderate-Low,0.8393595,2
"Balloon dilation of groin artery, endovascular, open, or percutaneous approach",Moderate-High,0.3456439,2
"Placement of stent of urinary duct (ureter), accessed through the skin with imaging including radiological supervision and interpretation",Moderate-Low,0.5159213,2
Insertion of electrodes for permanent pacemaker or pacing defibrillator device,Moderate-Low,0.8289811,2
Closed treatment of shoulder dislocation with manipulation,Moderate-Low,0.8339256,2
Removal of growth of roof of mouth,Moderate-Low,0.46847054,2
Insertion of a permanent bladder canal (urethra) stent using an endoscope,Moderate-Low,0.93934864,2
"Injection of anesthetic agent, greater occipital nerve",Moderate-Low,0.8500296,2
"Removal of blood clot from dialysis graft, open procedure",Moderate-High,0.8022401,2
Removal of multiple external hemorrhoids,Moderate-High,0.87164116,2
"Biopsy or removal of lymph nodes, open procedure",Moderate-Low,0.49539578,2
"Repair of wound (12.6 to 20.0 centimeters) of face, ears, eyelids, nose, lips, and/or mouth",Moderate-Low,0.9643975,2
Induction of abnormal heart rhythm by small electrical shock to the heart,Low,0.5755312,2
Mechanical separation of plasma and abnormal antibodies from blood,Moderate-Low,0.6465847,2
Insertion of catheter into sperm duct using an endoscope,Moderate-Low,0.9513704,2
Dilation of rectum and large bowel using an endoscope,Low,0.54724103,2
"Anesthesia for procedure on skin of arms, legs, or trunk",Moderate-Low,0.96846575,2
Biopsy of fluid collection in one lung using an endoscope,Moderate-Low,0.8742295,2
Biopsy of esophagus using an endoscope,Moderate-Low,0.9161046,2
Fine needle aspiration of orbital contents,Low,0.9751603,2
Spermatic cord procedure using an endoscope,Moderate-Low,0.7010084,2
Placement of flap to repair abdominal wall,High,0.7876106,2
Repair of wound (1.1 to 2.5 centimeters) of trunk,Moderate-Low,0.68902266,2
Laser destruction of growths of penis,Moderate-Low,0.7987258,2
Incision of spine bone to correct spinal deformity of spinal column,Very-High,0.6720291,2
"Repair of wound (2.5 centimeters or less) of neck, hands, feet, and/or genitals",Moderate-Low,0.9254779,2
"Anesthesia for fragmenting, manipulation and/or removal of kidney stone including use of an endoscope",Moderate-Low,0.65118814,2
Insertion of needle or catheter into aorta,Low,0.6875736,2
Repair of the scrotum,High,0.93795365,2
Bone graft harvest,High,0.35440862,2
Exploration of the scrotal sac of testicle,Moderate-Low,0.95381325,2
"Application of skin substitute (wound surface great than or equal to 100 sq cm) to face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes (first 100 sq cm or 1% body area of infants and children)",Moderate-Low,0.92892325,2
Injections of substances into lower or sacral spine,Low,0.5209876,2
Treatment of spontaneous hip dislocation under anesthesia,Moderate-Low,0.9747838,2
Control of bleeding of throat with insertion of packing,Moderate-Low,0.7638747,2
Removal of growth of tissue of mouth,Moderate-Low,0.4338863,2
Closed treatment of broken upper arm bone at shoulder joint with manipulation,Moderate-High,0.6103938,2
Anesthesia for procedure on pelvic bone,Moderate-Low,0.8552384,2
"Ambulance service, advanced life support, emergency transport, level 1 (als 1 - emergency)",Moderate-Low,0.8981102,2
Anesthesia for procedure on urinary system including use of an endoscope,Moderate-Low,0.84419435,2
Rectal procedure,High,0.47333854,2
Biopsy of soft tissue of leg or ankle,Moderate-Low,0.7817508,2
Bypass of diseased or blocked artery,Low,0.388794,2
Removal of growth of mouth with plastic repair,Moderate-Low,0.3901197,2
Replacement of central venous catheter,Low,0.4447168,2
Release of uterine adhesions using an endoscope,High,0.3803399,2
Harvest of donor conjunctiva,Moderate-Low,0.7649202,2
Anesthesia for relocation of undescended testicle into scrotum,Moderate-Low,0.99558204,2
Insertion of catheters for treatment of abnormal heart rhythm,Moderate-Low,0.68550354,2
Conversion of nephrostomy catheter to nephroureteral catheter accessed through the skin using imaging guidance with study of kidney and ureter and radiological supervision and interpretation,Moderate-Low,0.8149079,2
"Repair of wound (over 30.0 centimeters) of the scalp, neck, underarms, genitals, trunk, arms and/or legs",Moderate-Low,0.9524165,2
Closed treatment of broken shoulder blade with manipulation,Moderate-High,0.8406543,2
Biopsy of foot bone,Moderate-Low,0.8195647,2
"Fusion of spine bones with removal of disc, anterior approach",Very-High,0.9416516,2
"Fusion of spine bones, posterior or posterolateral approach",Very-High,0.5352147,2
"Repair of lacerated conjunctiva using flap or graft, requiring hospitalization",Moderate-Low,0.80786574,2
Removal of skin debris and drainage of mastoid cavity,Low,0.59741426,2
"Injection of anesthetic agent, middle or lower spine sympathetic nerves",Moderate-Low,0.84953076,2
Closed treatment of broken forearm bone at elbow with manipulation,Moderate-High,0.57076806,2
Biopsy or removal of nasal polyp or tissue using an endoscope,Moderate-Low,0.80856884,2
"Placement of drainage catheter of biliary duct, accessed through the skin with imaging including radiological supervision and interpretation",Moderate-High,0.6258691,2
"Repair of wound (12.6 to 20.0 centimeters) of the scalp, neck, underarms, genitals, trunk, arms and/or legs",Moderate-Low,0.9794714,2
Closed treatment of broken thigh bone,Moderate-Low,0.7049378,2
Anesthesia for open incision of elbow to shoulder tendon,Moderate-Low,0.49190596,2
Removal of foreign body in scrotal sac of testicle,Moderate-Low,0.96828574,2
Removal of remaining cervix,Moderate-High,0.48286384,2
Biopsy of cervix using an endoscope,Moderate-Low,0.74377745,2
Anesthesia for procedure to create holes in skull including X-ray imaging,Moderate-High,0.73108625,3
Repair of hernia between abdominal muscles,Moderate-High,0.91394454,3
Reconstruction of up to two-thirds of the eyelid by transfer of opposite eyelid tissue,Moderate-High,0.71035254,3
"Suture of bladder canal (urethra) wound or injury, female",Moderate-High,0.6494902,3
Insertion of tube open procedure for external blood circulation in heart and lungs using a pump patient 6 years and older,Moderate-High,0.5785971,3
Anesthesia for open or endoscopic total knee joint replacement,Moderate-High,0.9314013,3
Anchoring of tendon to third joint of finger,Moderate-High,0.8213517,3
Removal (less than 5 centimeters) muscle growth in abdominal wall,High,0.5178739,3
"Exploration, drainage, or removal of foreign body of hand joint",Moderate-Low,0.5531502,3
Anesthesia for X-ray procedure on chest or neck vein,Moderate-Low,0.8548182,3
Kidney biopsy using an endoscope,Moderate-Low,0.48236775,3
Removal of abnormally thickened tissue in penis with greater than 5 centimeter graft,High,0.9665914,3
Removal (less than 3 centimeters) tissue growth beneath the skin at forearm and/or wrist,Moderate-High,0.74763304,3
Removal of growth of tendon covering at forearm and/or wrist,Moderate-High,0.59619,3
Open treatment of broken forearm bone,High,0.8431189,3
Re-amputation of leg,Moderate-High,0.7651106,3
Casting or strapping procedure,Low,0.7566803,3
Biopsy and/or destruction of growth of urinary duct (ureter) or kidney using an endoscope,Moderate-Low,0.6828908,3
Removal of knee cartilage,Moderate-High,0.4291519,3
Insertion of stent into bile duct,Moderate-Low,0.3778423,3
Removal of up to one-fourth of the eyelid involving lid margin,Moderate-High,0.96240425,3
Removal of scar tissue in eye,Moderate-High,0.4074272,3
"Biopsy or removal of lymph nodes of neck, open procedure",Moderate-Low,0.5011896,3
Upper jaw and facial prosthesis procedure,Very-High,0.53013307,3
Insertion of lower heart chamber blood flow assist device through the skin including radiological supervision and interpretation,Moderate-Low,0.6848624,3
Removal of stone from upper urinary duct (ureter),Moderate-High,0.6099302,3
"Removal of blood clot in vena cava, pelvic or thigh artery",High,0.96594983,3
Open treatment of broken eye socket bone,High,0.73836404,3
Removal of tear-producing gland,Moderate-High,0.51246786,3
Removal of bone cyst or growth of hip or pelvic bone,Moderate-High,0.48351097,3
Incision of nasal sinus of one side of face,Moderate-High,0.79592645,3
Insertion of catheters into main and accessory arteries of both kidneys for imaging including radiological supervision and interpretation,Moderate-High,0.52111286,3
Removal of wedge of lip tissue,Moderate-Low,0.609514,3
Incision of tissue on one side of pelvic muscle compartment with removal of muscle,High,0.5127671,3
Removal of hand or finger joint capsule,High,0.58402324,3
Removal of brain and spinal fluid shunt system,Very-High,0.4987143,3
Open treatment of broken finger or thumb,High,0.7490977,3
Removal of spermatic cord venous dilation or tying of spermatic veins,Moderate-Low,0.90498334,3
Removal of pressure sore at sacrum with skin graft,High,0.8802327,3
Partial removal of hand bone,High,0.55328906,3
Implantation or replacement of neurostimulator electrodes in upper stomach using an endoscope,Moderate-High,0.45808643,3
Removal of fibrous nerve growth from between toes,Moderate-High,0.7061837,3
Release of multiple tendons of leg and/or ankle,Moderate-High,0.87583524,3
Repair of abnormal artery-vein connection in arms or legs,Moderate-High,0.79676825,3
Anesthesia for labor during planned vaginal delivery,Moderate-Low,0.83676356,3
Incisional removal of eyelashes with graft,Moderate-Low,0.8792648,3
Replacement of aortic valve with prosthetic valve on heart-lung machine,Very-High,0.91984075,3
"Incision of hip tendons, open procedure",Moderate-High,0.78061455,3
Lymph node procedure using an endoscope,Moderate-High,0.35659444,3
Destruction of trigeminal (facial) nerve branch,Moderate-High,0.984133,3
Repair of injured eye muscle or tendon,High,0.80650795,3
Destruction of tissue encircling lens using en endoscope,Moderate-Low,0.37260133,3
Connection of gall bladder to bowel using an endoscope,Very-High,0.694645,3
Open treatment of broken eye socket bone,High,0.73836404,3
Repair of components of a multi-component inflatable penile prosthesis,High,0.7238048,3
Application of cranial halo device (stabilization device for skull),Moderate-High,0.6565154,3
Removal or revision of sling around bladder canal (urethra) to control leakage,Moderate-High,0.95187306,3
Removal of cyst or thyroid gland drainage tract,Moderate-High,0.6581257,3
Insertion of device beneath the skin for continuous infusion in brain,Moderate-Low,0.9432606,3
"Removal of plaque of major coronary artery or branch, accessed through the skin",Moderate-High,0.8899392,3
Repair of finger joint,High,0.74815255,3
Repair of herniated bladder into vaginal wall,Moderate-High,0.90363616,3
Incision of nasal sinus using an endoscope,High,0.46297905,3
Removal of growth of sclera,Moderate-Low,0.6075048,3
Incision or removal of nerve to forehead scalp and upper eyelid,Moderate-High,0.6640182,3
Removal of cyst or thyroid gland drainage tract,Moderate-High,0.6581257,3
Insertion of catheter into abdominal pelvic or leg artery,Moderate-Low,0.84071416,3
Incision of bone of thigh or knee,Moderate-High,0.82828206,3
Removal of pressure sore and bone at sacrum,High,0.83755916,3
Exploration of sperm reservoir,Moderate-High,0.70634866,3
Anterior (front) eye procedure,High,0.68910867,3
Stereotactic treatment of brain growth,Very-High,0.7686352,3
Destruction of large bowel growths using an endoscope which is inserted through abdominal opening,Moderate-Low,0.972328,3
Anchoring of tendon to third joint of finger,Moderate-High,0.8213517,3
Removal of small bone underlying long bone of foot at toe joint,Moderate-High,0.95914125,3
Anesthesia for procedure on salivary gland with biopsy,Moderate-Low,0.94732755,3
Repair of eardrum,High,0.5084124,3
Removal (3 centimeters or greater) tissue growth beneath the skin in abdominal wall,Moderate-High,0.72037494,3
Opening in chest with biopsy of fluid collection in one lung,Moderate-High,0.6534447,3
Incision of to repair shoulder joint area,High,0.5921029,3
Incision or removal of spinal nerve,Moderate-High,0.50632197,3
Insertion of catheter into artery on one side of neck for diagnosis or treatment including radiological supervision and interpretation,Moderate-High,0.5668787,3
Injection or implant of synthetic material into bladder and/or bladder canal (urethra) using an endoscope,Moderate-High,0.5645654,3
Repair of penis,High,0.58264405,3
Removal of dead upper arm bone,Moderate-High,0.72786176,3
Tying of perforator veins in leg muscles using an endoscope,Moderate-Low,0.9751883,3
"Suture of bladder canal (urethra) wound or injury, prostate",Moderate-High,0.8288025,3
Insertion of device beneath the skin for continuous infusion in brain,Moderate-Low,0.9432606,3
Removal or scraping of skin on nose,Moderate-High,0.7726297,3
Closure of congenital heart defect from pulmonary (lung) artery to aorta via catheter accessed through the skin,Very-High,0.33574855,3
Anesthesia for closed diagnostic examination of chest using an endoscope with 1 lung ventilation,Moderate-Low,0.6140338,3
Removal of multiple internal and external hemorrhoids,Moderate-High,0.78016794,3
Closed treatment of dislocated wrist with manipulation,Moderate-High,0.78042465,3
Partial removal of finger bone,High,0.7339526,3
"Partial release of tissues of palm, open procedure",High,0.69586766,3
Suture of tendon below knee,Moderate-High,0.9408006,3
Incision of upper thigh bone at hip joint,Moderate-High,0.73948133,3
Anesthesia for open procedure on lower one-third of thigh bone,Moderate-High,0.46076873,3
Anesthesia for removal of uterus including use of an endoscope,High,0.4978324,3
Repair of thigh bone with insertion of rod,High,0.9723203,3
Closed treatment of jaw temporomandibular joint (TMJ) dislocation,Moderate-Low,0.86662287,3
"Stereotactic radiation treatment management of 1 or more lesions using imaging guidance, per treatment course",Moderate-High,0.8819051,3
Removal of corneal scar tissue,Moderate-Low,0.47458905,3
Repair of hernia using an endoscope,High,0.49104378,3
Repair of abdominal muscle herniation,Moderate-High,0.9057774,3
Transplant of tendon and muscle rerouting at lower leg or ankle,High,0.9917101,3
Partial removal of foot or heel bone,Moderate-High,0.7429167,3
Relocation of conjunctival flap,Moderate-High,0.9389078,3
Revision of eye fluid drainage shunt with graft,High,0.50541556,3
"Removal of tumor and breast tissue, accessed beneath the skin",Moderate-Low,0.49724483,3
Closed treatment of broken and dislocated forearm bones at elbow with manipulation,Moderate-High,0.92989993,3
Anesthesia for X-ray procedure on brain vein,Moderate-Low,0.6938546,3
Re-amputation of remaining upper arm,Moderate-High,0.9416889,3
Removal of blood clot in artery,High,0.7413198,3
Open treatment of shoulder dislocation,High,0.7851958,3
Removal of abnormally thickened tissue in penis,High,0.48513263,3
Diagnostic insertion of small bowel tube and multiple specimen collection using imaging guidance,Low,0.7920806,3
Repositioning of lens prosthesis,Moderate-High,0.49341327,3
"Insertion of hardware to broken ankle joint with manipulation, accessed through the skin",Moderate-High,0.7264913,3
"Exploration, drainage, or removal of foreign body of ankle",Moderate-Low,0.6597514,3
Repair of muscle group above knee joint,Moderate-High,0.9318495,3
Mechanical separation of plasma and abnormal antibodies from blood,Moderate-Low,0.6465847,3
"Repair through abdomen of vaginal wall defect, open procedure",Moderate-High,0.78675413,3
Biopsy of thigh or knee region tissue,Moderate-Low,0.6256759,3
Incision of tissue of front and/or lateral and rear muscle compartments of lower leg,Moderate-High,0.5909086,3
Removal or scraping of cyst or growth of thigh bone,Moderate-High,0.5763764,3
Incision to straighten big toe bone with patient-derived bone graft,Moderate-High,0.782699,3
Removal of pressure sore,Moderate-High,0.8875934,3
Tying incision and/or removal of varicose vein clusters of leg,Moderate-High,0.5217881,3
Removal of congenital cyst or abnormal drainage tract into mouth,Moderate-High,0.5883564,3
"Skin, mucus membrane and beneath the skin procedure",Low,0.7346454,3
"Insertion of hardware to broken thumb with manipulation, accessed through the skin",Moderate-High,0.63520116,3
Treatment of stricture in urinary duct (ureter) using an endoscope,Moderate-Low,0.9113846,3
Opening in chest with release of lung lining,High,0.46537316,3
Release of nerve between tissue and bone of foot,Moderate-Low,0.6957484,3
Destruction and/or removal of kidney or urinary duct (ureter) growths using an endoscopy which is inserted through an already created urinary duct (ureter) opening,Moderate-High,0.77599794,3
Suture of postsurgical abdominal wall opening,Very-High,0.27036256,3
Removal of growth of finger or toe nerve,Moderate-Low,0.558307,3
"Removal of stimulator electrodes in upper stomach, open procedure",Moderate-High,0.6292484,3
Suture of tendon below knee,Moderate-High,0.9408006,3
"Release of sciatic nerve, open procedure",Moderate-High,0.42450672,3
"Insertion of stent, removal of plaque and/or balloon dilation of coronary vessel, accessed through the skin",Moderate-High,0.5538692,3
Treatment of stricture in urinary duct (ureter) using an endoscope,Moderate-Low,0.9113846,3
Connection of gall bladder to bowel using an endoscope,Very-High,0.694645,3
Re-amputation of thigh through thigh bone,Moderate-High,0.70367897,3
Suture of abdominal cavity tissue,High,0.3434705,3
Closed treatment of dislocated hip prosthesis under anesthesia,Moderate-Low,0.83405226,3
Removal of sperm duct growth,Moderate-High,0.6128513,3
Anesthesia for removal of blood clot in artery behind knee,High,0.4355387,3
Partial removal of thyroid lobe on one side of the neck plus the same operation on the opposite side of the neck including the tissue in between,Moderate-High,0.7995458,3
Removal of pressure sore and bone at hip bone,Moderate-High,0.5045661,3
Partial removal of chest bone,High,0.4536444,3
Removal of multiple internal and external hemorrhoids,Moderate-High,0.78016794,3
Closure of abnormal drainage tract from rectum into vagina,Moderate-High,0.64037293,3
"Fusion of lower spine bones with removal of disc, posterior or posterolateral approach",Very-High,0.4619827,3
Removal of tissue overgrowth at teeth or tooth socket,Moderate-Low,0.7619623,3
Closed treatment of finger tendon,Moderate-Low,0.8023475,3
Preparation of one lung from a cadaver,Very-Low,0.87960297,3
Incision or removal of nerve to tongue,Moderate-Low,0.37851903,3
Removal (less than 3 centimeters) tissue growth of pelvis or hip,High,0.6073839,3
Repair of leg tissue defect,High,0.53535503,3
Removal of iris and growth,Moderate-High,0.49248064,3
Repair of perforating laceration of cornea and/or sclera,High,0.8693405,3
Exploration of urinary duct (ureter),Moderate-High,0.4536947,3
Removal of posterior spinal instrumentation,Moderate-High,0.64324427,3
Anesthesia for vaginal delivery,Moderate-Low,0.7684409,3
Removal of growth of tendon covering at forearm and/or wrist,Moderate-High,0.59619,3
"Insertion of small bowel tube, open procedure",Moderate-High,0.39759043,3
"Relocation of arm vein with connection to arm artery, open procedure",Moderate-High,0.47950476,3
Lengthening of tendon of upper arm or elbow,High,0.8105696,3
Removal of foreign body of thigh or knee,Moderate-High,0.71772057,3
Preparation of donor pancreas for transplantation,Moderate-High,0.3332588,3
"Fragmenting, aspiration, and removal of lens material",High,0.5643519,3
Adjustment or revision of external bone fixation system under anesthesia,High,0.6838407,3
Removal of nerve of foot muscle,Moderate-Low,0.52956593,3
"Incision of hip tendons, open procedure",Moderate-High,0.78061455,3
Insertion of needles or catheters into pelvic organs and/or genitals for radiation therapy,High,0.9143182,3
Repair of injured eye muscle or tendon,High,0.80650795,3
Anesthesia for X-ray procedure on brain vein,Moderate-Low,0.6938546,3
Removal of intact breast implant,Moderate-High,0.38738966,3
Removal of salivary gland stone,Moderate-High,0.4781851,3
Closed treatment of growth plate or broken upper arm bone at elbow with manipulation,Moderate-High,0.76239157,3
Removal (1.5 centimeters or greater) muscle growth of foot or toe,Moderate-High,0.9015123,3
Musculoskeletal procedure on head,Low,0.8177287,3
Partial removal of prostate gland,High,0.56499463,3
Reconstruction of abnormal toe,Moderate-Low,0.52708,3
"Insertion of stent, removal of plaque and/or balloon dilation of coronary vessel during heart attack, accessed through the skin",Moderate-High,0.631567,3
Incision of deep thigh tissue for graft,Moderate-Low,0.57653195,3
Diagnostic examination of shoulder using an endoscope,High,0.6195815,3
Anesthesia for removal of uterus including use of an endoscope,High,0.4978324,3
Incisions to cornea to correct astigmatism,Very-High,0.6252252,3
Open treatment of broken finger or thumb,High,0.7490977,3
Procedure for congenital bowel defect,Moderate-High,0.43583387,3
Removal of rib,Moderate-High,0.45447373,3
Anesthesia for open or endoscopic total shoulder joint replacement,Moderate-High,0.8829732,3
Partial removal of lip,Moderate-High,0.5389833,3
Removal of wrist prosthesis,Moderate-High,0.5561301,3
Removal and replacement of infected non-inflatable penile prosthesis,High,0.47688606,3
Removal of rectal growth,Very-High,0.3566644,3
Lengthening of tendon of hand or finger,High,0.6647336,3
Insertion or replacement of permanent pacemaker and lower chamber electrodes,Moderate-High,0.6104502,3
Crushing of stone in urinary duct (ureter) using an endoscope,High,0.5630607,3
Partial removal of upper arm bone,High,0.5653761,3
"Incision on one side of neck to transfer chest artery to neck artery plus endovascular procedure to repair chest aorta, open procedure",High,0.7346291,3
"Insertion of catheter into portal vein of liver, accessed through the skin",Moderate-Low,0.8150589,3
Insertion of internal hardware using an endoscope to treat a broken wrist,Moderate-High,0.49209645,3
Repositioning of trapped groin hernia,Moderate-High,0.95167005,3
Percutaneous insertion of small bowel tube (accessed through the skin) using fluoroscopic guidance with contrast,Moderate-Low,0.9285283,3
Needle stereotactic and image-guided biopsy of prostate gland,Moderate-Low,0.6565438,3
Repair of congenital bladder defect,Moderate-High,0.5877365,3
Removal of tendon in hand or finger with rod insertion,High,0.98330855,3
Open treatment of broken ankle,High,0.58818424,3
Open treatment of broken ribs with insertion of hardware,High,0.5215618,3
Release of nerve at sole of foot,Moderate-High,0.9743249,3
Removal of blood clot in artery,High,0.7413198,3
Removal of blood clot in underarm or upper chest vein,High,0.7375198,3
Removal of growth of tendon covering or joint capsule of foot,Moderate-High,0.7618387,3
Closed treatment of fracture of shin bone with traction,Moderate-High,0.5346799,3
Revision of large bowel opening and scar tissue release,Moderate-Low,0.68179923,3
Reconstruction of knee joint ligaments,High,0.6955864,3
Injection of implant material in bladder using an endoscope,Moderate-Low,0.8268185,3
Suture repair of turning-inward eyelid defect,Moderate-High,0.96501744,3
"Dilation of bile ducts using an endoscope, accessed through the skin",Moderate-Low,0.8829724,3
Lengthening of calf muscle,High,0.4978003,3
Detachment of knee,Very-High,0.43991697,3
Repair of abnormal drainage tract between two nasal sinuses,High,0.89319015,3
Removal of multiple internal and external hemorrhoids with excision of abnormal anal drainage tract,Moderate-High,0.8125743,3
"Excision of blood clot and/or infusion to dissolve blood clot in dialysis circuit and balloon dilation of dialysis segment, , accessed through the skin, with imaging including radiological supervision and interpretation",High,0.91647583,3
"Laser destruction of retinal growth, 1 or more sessions",Moderate-High,0.7426119,3
"Removal of 1 or more breast growth, open procedure",Moderate-High,0.34771115,3
"Insertion of hardware to growth plate or broken upper arm bone at elbow, accessed through the skin",High,0.70866394,3
Removal of cyst or growth of upper arm bone with donor bone graft,Moderate-High,0.6854055,3
Vaginal removal of uterus (250 grams or less),Moderate-High,0.9170861,3
Incision and exploration of wrist joint,Moderate-High,0.8773537,3
Removal of lymph nodes behind abdominal cavity,Very-High,0.48333758,3
Suspension of small bowel using mesh or prosthesis,Moderate-High,0.5944951,3
Removal of nerve of calf muscle,High,0.57421446,3
Anesthesia for procedure on mouth to repair palate deformity,Moderate-High,0.5678824,3
"Balloon dilation of narrowed or blocked vein, accessed through the skin",Moderate-Low,0.7628007,3
Removal of facial bones,Moderate-High,0.57418144,3
Uterus procedure using an endoscope,High,0.64565253,3
Exploration of ankle joint,Moderate-High,0.81399834,3
Removal (5 centimeters or greater) muscle growth of back or flank,High,0.7358474,3
Drainage of abscess or blood accumulation at forearm and/or wrist,Moderate-Low,0.52158934,3
"Tissue transfer repair of wound (10.1 to 30.0 sq centimeters) of the scalp, arms, and/or legs",Moderate-High,0.73926145,3
"Insertion of hardware to dislocated finger joint with manipulation, accessed through the skin",Moderate-High,0.76676756,3
"Catheter removal of blood clot from dialysis graft, accessed through the skin",Moderate-Low,0.48354527,3
Anesthesia for removal of prostate,Moderate-High,0.6464579,3
Uterus procedure using an endoscope,High,0.64565253,3
Removal of cyst at wrist,Moderate-High,0.7158478,3
Removal of growth under nasal bone or cartilage,Moderate-High,0.9131582,3
"Incision of artery in one groin for insertion of prosthesis, open procedure",Moderate-High,0.5527158,3
Biopsy of soft tissue of upper arm or elbow,Moderate-Low,0.84215504,3
Removal of (3 centimeters or greater) tissue growth beneath the skin of neck or front of chest,Moderate-High,0.73361737,3
Open treatment of broken eye socket bone,High,0.73836404,3
Partial removal of toe joint,Moderate-High,0.58246255,3
"Removal of vena cava filter by endovascular approach, including radiological supervision and interpretation",Moderate-High,0.7354946,3
Insertion of catheter into chest or arm artery,Moderate-Low,0.7686153,3
Removal (1.5 centimeters or greater) tissue growth beneath the skin of foot or toe,Moderate-High,0.69581974,3
Partial removal of lung lining for lung expansion,High,0.7385899,3
Suture of ruptured muscle of thigh,Moderate-High,0.6325901,3
Replacement or irrigation of brain fluid drainage shunt catheter,Moderate-High,0.64358246,3
Repair of lacerated cornea and/or sclera,Moderate-Low,0.881236,3
Total removal of thyroid lobe on one side of the neck,Moderate-High,0.7214928,3
Severing of shoulder tendon to repair contracture,High,0.9124984,3
Vaginal removal of uterus (250 grams or less),Moderate-High,0.9170861,3
Tendon graft,Moderate-High,0.67401206,3
Excision of corneal tissue to correct astigmatism,Very-High,0.75230324,3
Mechanical separation of white blood cells and platelets from blood,Moderate-High,0.54011863,3
Repair of herniated rectum into vaginal wall,Moderate-High,0.7752605,3
Realignment of eye with repair of detached eye muscles,High,0.7251071,3
Repair of finger tendon,High,0.6614846,3
Removal of protrusion sclera or cornea with graft,Moderate-Low,0.77381766,3
Repair of non-healed foot bone,High,0.6668302,3
Revision of opening from urinary tract to skin,Moderate-High,0.66870004,3
Anesthesia for vaginal delivery,Moderate-Low,0.7684409,3
Anterior (front) eye procedure,High,0.68910867,3
"Biopsy of bone, open procedure",Moderate-Low,0.50688046,3
"Balloon catheter opening of major lung artery (pulmonary), accessed through the skin",Moderate-Low,0.43068397,3
"Skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes (first 25 sq centimeters or less)",Moderate-High,0.5607056,3
Creation of opening of windpipe and with insertion of speech prosthesis,Moderate-High,0.74571383,3
Insertion of testicular prosthesis,Moderate-High,0.43588442,3
"Closure of abnormal drainage tract from bladder canal (urethra) to skin, male",Moderate-High,0.62673676,3
Middle ear exploration,Moderate-High,0.6054185,3
Destruction of rectal growth,Low,0.34023014,3
"Tying of varicosed veins in one leg, open procedure",Moderate-High,0.895544,3
Leg or ankle procedure,Moderate-High,0.6727576,3
Repair of turning-inward eyelid defect,Moderate-High,0.9092497,3
"Diagnostic examination of the wrist using an endoscope for infection, irrigation, and drainage",High,0.5336254,3
"Insertion of hardware to broken foot bone with manipulation, accessed through the skin",Moderate-High,0.7104342,3
Closed treatment of finger tendon,Moderate-Low,0.8023475,3
"Insertion of hardware broken bone of forearm at wrist, accessed through the skin",High,0.55529404,3
Anesthesia for X-ray procedure on liver vein,Moderate-Low,0.7881354,3
Release of muscles of palm,Moderate-High,0.67829114,3
Open treatment of broken thigh bone,High,0.89919424,3
Incision of nasal sinus,Moderate-High,0.6502233,3
Biopsy of tear sac of the eye,Moderate-Low,0.4895375,3
Repair through the vagina of vaginal wall defect,Moderate-High,0.88647366,3
Closed treatment of broken ankle with manipulation,Moderate-Low,0.65610766,3
Anesthesia for partial removal of rib,Moderate-Low,0.5242426,3
"Injections of both sides of sacrum for enlargement, 2 or more needles, accessed through the skin",Very-High,0.7200509,3
Incision of nasal sinus,Moderate-High,0.6502233,3
Blocking of uterine tubes by device using an endoscope,Low,0.4865362,3
Transfer of tendon,Moderate-High,0.9012912,3
Removal of lymph nodes from chin to thyroid cartilage,Moderate-High,0.4996487,3
Removal of scar tissue in eye,Moderate-High,0.4074272,3
"Exploration, biopsy, or removal of loose or foreign body of knee",Moderate-Low,0.5339609,3
Insertion of eye fluid drainage tube,Moderate-Low,0.37063745,3
Removal of pouch of female bladder canal (urethra),Moderate-High,0.79935384,3
Revision or removal of brain neurostimulator electrodes,Very-High,0.9211109,3
Removal of defect in wall of esophagus,High,0.6364755,3
Repair of anal muscle and abnormal anal drainage tract,Moderate-High,0.8582678,3
"Preparation of donor kidney for transplantation, open or endoscopic procedure",Moderate-Low,0.6846086,3
Removal of multiple internal and external hemorrhoids with repair of abnormal anal drainage tract,Moderate-High,0.7655112,3
Repair of trapped groin hernia patient age 5 years or older,Moderate-High,0.5326396,3
Repair of protruding ear,High,0.55786496,3
"Partial release of tissues of palm, open procedure",High,0.69586766,3
Removal of cataract with insertion of lens,Moderate-High,0.8489172,3
Removal of additional excessive skin and tissue beneath the skin of abdomen,Moderate-High,0.4299224,3
Open treatment of dislocation of joint between collar and chest bones,Moderate-High,0.8006816,3
Drainage or removal of foreign body of wrist joint,Moderate-High,0.6439339,3
Removal (less than 1.5 centimeters) muscle growth of hand or finger,High,0.62063724,3
"Incision, removal, or repair of abnormal drainage tract from bladder into bowel",High,0.57850057,3
Removal of (less than 5 centimeters) muscle growth of neck or front of chest,High,0.60920864,3
Removal of spine bone growth,Very-High,0.9537098,3
Removal of fluid accumulation in sperm reservoir,Moderate-High,0.761289,3
"Exploration of neck for postsurgical bleeding, blood clot, or infection",Moderate-High,0.67937833,3
