,description,place,charged_amount,label,label_id
6566,Manipulation of ankle under general anesthesia,F,979.84,Moderate-Low,2
6567,"Dilation of bile ducts with stent insertion using an endoscope, accessed through the skin",F,1031.17,Moderate-Low,2
6570,"Repair of multiple toe tendons, accessed through the skin",F,1321.68,Moderate-Low,2
6571,Insertion of device into gap left by removal of part of vertebra,F,1454.46,Moderate-Low,2
6574,Injection procedure for x-ray imaging of kidney and urinary duct (ureter) using imaging guidance including radiological supervision and interpretation,F,901.79,Moderate-Low,2
6576,Anesthesia for procedure to repair upper abdominal hernia,F,1055.32,Moderate-Low,2
6577,"Critical care delivery critically ill or injured patient, first 30-74 minutes",F,783.55,Moderate-Low,2
6584,Computer-assisted procedure inside the brain,F,1335.86,Moderate-Low,2
6591,Release of tissue at tear duct opening,F,1034.42,Moderate-Low,2
6593,"Insertion of hardware to foot bone dislocation with manipulation, accessed through the skin",F,1299.98,Moderate-Low,2
6594,Stereotactic treatment of spine growth,F,1161.19,Moderate-Low,2
6597,Injection of dilated esophageal veins using an endoscope,F,885.52,Moderate-Low,2
6605,Harvest of vein segment (upper leg to thigh),F,915.25,Moderate-Low,2
6611,"Removal of malignant growth (3.1 to 4 centimeters) of the scalp, neck, hands, feet, or genitals",F,1225.02,Moderate-Low,2
6613,Biopsy of lung airways using an endoscope,F,746.78,Moderate-Low,2
6614,Biopsy of anus using an endoscope,F,748.27,Moderate-Low,2
6616,"Drainage of abscess, cyst, or blood accumulation under lower teeth",F,938.71,Moderate-Low,2
6621,Repair of 2 electrodes for permanent pacemaker or defibrillator device,F,1150.66,Moderate-Low,2
6622,Anesthesia for insertion of permanent heart pacemaker,F,1403.82,Moderate-Low,2
6623,Redirection of blood flow from penis with partial removal of head of penis,F,1193.82,Moderate-Low,2
6641,"Biopsy of bile ducts using an endoscope, accessed through the skin",F,1001.32,Moderate-Low,2
6643,Removal of (over 1 centimeter) growth of sclera,F,1357.22,Moderate-Low,2
6646,Insertion of instrumentation to pelvic bones,F,1524.6,Moderate-Low,2
6651,Insertion of needle or catheter into aorta,F,767.06,Moderate-Low,2
6657,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of upper leg",F,1135.57,Moderate-Low,2
6668,Removal of growth of roof of mouth,F,899.87,Moderate-Low,2
6669,Destruction of tissue of right or left upper heart chamber via catheter for treatment of abnormal heart rhythm,F,1314.56,Moderate-Low,2
6670,Anesthesia for removal of amniotic fluid in uterus including use of an endoscope,F,774.53,Moderate-Low,2
6678,Removal of polyps in nose,F,1577.62,Moderate-Low,2
6680,Tying or biopsy of temporal artery (side of skull),F,1291.4,Moderate-Low,2
6682,Computer-assisted procedure outside the brain,F,824.84,Moderate-Low,2
6692,Removal of testis (testicle),F,1552.89,Moderate-Low,2
6697,Insertion of pacemaker pulse generator with existing single lead,F,1171.7,Moderate-Low,2
6698,Closed treatment of fracture below neck of upper thigh bone,F,1437.18,Moderate-Low,2
6718,Anesthesia for procedure to remove fluid in brain,F,1231.6,Moderate-Low,2
6722,Drainage of lymph node abscess or inflammation,F,749.81,Moderate-Low,2
6730,Radiological supervision and interpretation of placement of blood vessel prosthesis procedure,F,820.79,Moderate-Low,2
6731,Suture of hand or foot digital nerve,F,1281.14,Moderate-Low,2
6745,Anesthesia for open or endoscopic procedure on knee including,F,977.69,Moderate-Low,2
6751,Destruction of large bowel growths using an endoscope,F,1537.5,Moderate-Low,2
6754,Invasive electrical stimulation to aid bone healing,F,876.58,Moderate-Low,2
6761,Anesthesia for lower abdominal hernia repair,F,1203.57,Moderate-Low,2
6768,Treatment of incomplete abortion,F,1247.19,Moderate-Low,2
6776,"Injection of anesthetic agent, sacral nerve bundle",F,1443.32,Moderate-Low,2
6780,Plastic repair through the vagina of muscles at urinary opening (sphincter),F,1121.56,Moderate-Low,2
6781,"Diagnostic examination of esophagus, stomach, and/or upper small bowel using an endoscope",F,805.87,Moderate-Low,2
6789,Removal of foreign body or stone from kidney or urinary duct (ureter) using an endoscope,F,1136.77,Moderate-Low,2
6794,Balloon dilation treatment of stricture of urinary duct (ureter) using imaging guidance with radiological supervision and interpretation,F,1049.72,Moderate-Low,2
6795,Cesarean delivery with removal of uterus,F,1163.99,Moderate-Low,2
6801,Steroid injection into bladder canal (urethra) stricture using an endoscope,F,975.25,Moderate-Low,2
6806,Closed treatment of knee joint dislocation,F,1244.8,Moderate-Low,2
6807,Anesthesia for repair of abnormal artery-vein formation of knee,F,1577.45,Moderate-Low,2
6814,Dilation of anal muscle under anesthesia,F,910.02,Moderate-Low,2
6831,Repositioning of tube open procedure for external blood circulation in heart and lungs using a pump patient 6 years and older,F,896.42,Moderate-Low,2
6834,"Home dialysis services per month, patient 12-19 years of age",F,1528.0,Moderate-Low,2
6842,Destruction of soft tissue in nasal passages,F,1193.72,Moderate-Low,2
6849,Use of operating microscope,F,931.11,Moderate-Low,2
6856,"Insertion of devices in abdominal cavity for radiation therapy guidance, accessed through the skin",F,981.85,Moderate-Low,2
6862,Closed treatment of broken upper arm bone at shoulder,F,1118.06,Moderate-Low,2
6864,Closure of abnormal drainage tract from urinary canal (urethra) into vagina,F,1547.88,Moderate-Low,2
6873,Tying or biopsy of temporal artery (side of skull),F,1268.54,Moderate-Low,2
6876,Bypass of diseased or blocked artery,F,1108.84,Moderate-Low,2
6878,"Incision of finger tendon, accessed through the skin",F,1192.4,Moderate-Low,2
6886,Anesthesia for open amputation below the knee,F,1366.49,Moderate-Low,2
6889,Irrigation and suction of lung airways to obtain cells using an endoscope,F,686.53,Moderate-Low,2
6895,Closed treatment of dislocated wrist bone with manipulation,F,1346.05,Moderate-Low,2
6897,"Removal of tissue at thigh or knee region, open procedure",F,1560.4,Moderate-Low,2
6898,Anesthesia for tying procedure on major blood vessels of neck,F,1088.36,Moderate-Low,2
6900,Suture of peripheral nerve,F,1161.04,Moderate-Low,2
6903,Closed treatment of broken forearm bones,F,929.65,Moderate-Low,2
6905,"Removal of growth (2.1 to 3.0 centimeters) of face, ears, eyelids, nose, lips, or mouth",F,852.44,Moderate-Low,2
6913,"Application of low cost skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area up to 100 sq cm; first 25 sq cm or less wound surface area",F,1534.35,Moderate-Low,2
6917,Pressure measurement of pancreatic or bile duct using an endoscope,F,1163.24,Moderate-Low,2
6937,"Dilation of kidney and/or urinary duct (ureter) with creation of drainage tract, accessed through the skin",F,785.93,Moderate-Low,2
6941,Anesthesia for procedure on veins of shoulder and underarm,F,1495.64,Moderate-Low,2
6944,"Anesthesia for closed procedure on lower leg, ankle, and foot",F,909.14,Moderate-Low,2
6951,Insertion of large bowel tube (accessed through the skin) using fluoroscopic guidance with contrast,F,1538.87,Moderate-Low,2
6955,"Removal of foreign body of shoulder joint, accessed beneath the skin",F,682.41,Moderate-Low,2
6958,Radiological supervision and interpretation of placement of blood vessel prosthesis procedure,F,862.52,Moderate-Low,2
6961,Removal of multiple growths of different eyelids,F,760.22,Moderate-Low,2
6963,Insertion of catheter into vein for drug infusion for blood clot including radiological supervision and interpretation,F,1311.0,Moderate-Low,2
6970,Removal of foreign body in nose under anesthesia,F,1055.12,Moderate-Low,2
6971,Destruction of skin growth (10.0 to 50.0 sq centimeters),F,1476.18,Moderate-Low,2
6977,Anesthesia for procedure on nose and sinus,F,1263.51,Moderate-Low,2
6980,"Insertion into windpipe of needle wire, dilator, stent, or tube for oxygen delivery",F,1202.92,Moderate-Low,2
6981,"Injections of esophagus, stomach, and/or upper small bowel using an endoscope",F,891.59,Moderate-Low,2
6988,Removal of foreign body from voice box using an endoscope with operating microscope or telescope,F,1011.89,Moderate-Low,2
6995,"Creation of openings in iris for eye fluid drainage using laser, 1 or more sessions",F,1246.58,Moderate-Low,2
6998,Destruction and/or removal of (0.5 to 2.0 centimeters) small growths of the bladder using an endoscope,F,1483.96,Moderate-Low,2
7010,Drainage of rectal abscess,F,1302.31,Moderate-Low,2
7023,"Placement of catheter of kidney and urinary tube (ureter), accessed through the skin using imaging guidance with radiological supervision and interpretation",F,1496.29,Moderate-Low,2
7028,Closed treatment of broken wrist bone,F,996.39,Moderate-Low,2
7031,"Repair of wound (5.1 to 7.5 centimeters) of face, ears, eyelids, nose, lips, and/or mouth",F,870.4,Moderate-Low,2
7033,External hyperthermia treatment depth greater than 4 cm,F,1005.19,Moderate-Low,2
7036,"Injection of anesthetic agent, sciatic nerve",F,715.0,Moderate-Low,2
7039,Destruction of pudendal (external genital) nerve,F,1065.25,Moderate-Low,2
7040,"Injections of esophagus, stomach, and/or upper small bowel using an endoscope",F,904.39,Moderate-Low,2
7043,Closed treatment of broken heel bone,F,831.08,Moderate-Low,2
7045,Removal of foot tendon,F,1409.98,Moderate-Low,2
7053,Anesthesia for X-ray procedure on vein or lymph system,F,1364.36,Moderate-Low,2
7058,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",F,1166.42,Moderate-Low,2
7061,Removal of skin and tissue beneath the skin of groin for excessive sweating,F,1537.13,Moderate-Low,2
7064,Insertion of catheters for 3D mapping of electrical impulses to heart muscles,F,1198.87,Moderate-Low,2
7065,Diagnostic examination of defect in wall of small bowel using an endoscope,F,803.42,Moderate-Low,2
7069,Removal of spleen during other surgical procedure,F,1105.08,Moderate-Low,2
7071,"Removal of growth (3.1 to 4.0 centimeters) of the scalp, neck, hands, feet, or genitals",F,1153.36,Moderate-Low,2
7074,Measurement and recording of externally evoked brain processing function using magnetic fields,F,837.34,Moderate-Low,2
7084,Catheter replacement of central venous access device,F,1098.55,Moderate-Low,2
7085,"Ambulance service, advanced life support, non-emergency transport, level 1 (als 1)",F,910.69,Moderate-Low,2
7087,Anesthesia for closed needle biopsy of lung,F,996.7,Moderate-Low,2
7095,Injections into large bowel using an endoscope,F,716.5,Moderate-Low,2
7099,Closed treatment of broken ankle joint bone,F,972.03,Moderate-Low,2
7107,Initiation of external vein to artery blood circulation in heart and lungs using a pump,F,1317.41,Moderate-Low,2
7108,Anesthesia for closed manipulation of spine,F,980.73,Moderate-Low,2
7118,"Injection of anesthetic agent, abdominal sympathetic nerve bundle",F,1234.41,Moderate-Low,2
7120,Insertion of catheter or tube in esophagus stomach and/or upper small bowel using an endoscope,F,762.57,Moderate-Low,2
7125,"Removal of middle spine bone with release of spinal cord and/or nerves, transthoracic approach",F,1265.34,Moderate-Low,2
7136,Insertion of catheter into right and left heart for diagnosis,F,1357.31,Moderate-Low,2
7144,Removal of multiple polyps or growths in rectum and large bowel using an endoscope,F,697.69,Moderate-Low,2
7148,Daily management of external vein to vein blood circulation in heart and lungs using a pump,F,982.88,Moderate-Low,2
7157,"Insertion of devices in chest cavity for radiation therapy guidance, accessed through the skin",F,946.23,Moderate-Low,2
7164,Control of bleeding of throat requiring hospitalization,F,1172.64,Moderate-Low,2
7177,Closed treatment of broken ankle,F,1054.36,Moderate-Low,2
7179,Insertion of guide wire with dilation of esophagus using an endoscope,F,1055.23,Moderate-Low,2
7182,"Removal of foreign body of shoulder joint, accessed beneath the tissue or muscle",F,1555.3,Moderate-Low,2
7187,Closed treatment of broken upper arm bone at shoulder joint,F,998.61,Moderate-Low,2
7191,Anesthesia for procedure to repair upper abdominal incisional hernia and/or wound opening,F,1570.91,Moderate-Low,2
7193,Alignment of knee joint under anesthesia,F,1281.4,Moderate-Low,2
7195,Windpipe or lung airway procedure,F,1329.34,Moderate-Low,2
7200,Biopsy of cornea,F,1227.42,Moderate-Low,2
7201,Biopsy of finger joint,F,1467.19,Moderate-Low,2
7203,Incision of elbow with biopsy of joint lining,F,997.84,Moderate-Low,2
7213,"MRI scan of brain with contrast, during open brain procedure",F,747.03,Moderate-Low,2
7217,"Incision of multiple tendons of thigh or hamstring muscles, accessed through the skin",F,1564.17,Moderate-Low,2
7225,Closed treatment of dislocated finger joint with manipulation,F,1025.54,Moderate-Low,2
7234,Closed treatment of broken wrist bone,F,1053.71,Moderate-Low,2
7244,Balloon dilation of pancreatic or bile duct using an endoscope,F,1267.58,Moderate-Low,2
7245,"Drainage of cyst of the esophagus, stomach, and/or upper small bowel using an endoscope",F,1278.35,Moderate-Low,2
7246,Emergent surgical opening of windpipe for insertion of breathing tube,F,838.09,Moderate-Low,2
7248,Repair of lacerated conjunctiva using flap or graft,F,1041.6,Moderate-Low,2
7249,Closed treatment of upper arm fracture,F,1069.57,Moderate-Low,2
7254,Injection procedure into sacroiliac joint for anesthetic or steroid,F,838.7,Moderate-Low,2
7265,"Removal of blood flow assist device in aorta, open procedure",F,1101.92,Moderate-Low,2
7269,Vaginal drainage of ovarian cysts,F,1159.79,Moderate-Low,2
7273,Closed treatment of broken ankle,F,1085.38,Moderate-Low,2
7275,Anesthesia for repair or removal of vagina and urinary procedure,F,1276.35,Moderate-Low,2
7281,Closed treatment of broken great toe with manipulation,F,719.65,Moderate-Low,2
7285,"Electronic analysis and programming of implanted complex deep brain neurostimulator generator system, first hour",F,756.93,Moderate-Low,2
7286,"Removal of malignant growth (2.1 to 3.0 centimeters) of the trunk, arms, or legs",F,732.17,Moderate-Low,2
7294,Exploration of lower leg artery,F,1387.34,Moderate-Low,2
7296,Vaginal repair of pelvic ligaments,F,1483.37,Moderate-Low,2
7314,Anesthesia for soft tissue biopsy on nose and sinus,F,960.71,Moderate-Low,2
7332,Mechanical removal of obstructive material from central venous catheter,F,1131.04,Moderate-Low,2
7334,"Drainage of cyst of the esophagus, stomach, and/or upper small bowel using an endoscope",F,1318.02,Moderate-Low,2
7335,Anesthesia for groin artery bypass graft and tying of upper leg artery,F,1483.31,Moderate-Low,2
7343,Removal of growth of roof of mouth,F,1167.66,Moderate-Low,2
7346,"Biopsy of the esophagus, stomach, and/or upper small bowel using an endoscope",F,1136.89,Moderate-Low,2
7348,Rib cartilage graft,F,1529.68,Moderate-Low,2
7357,Drainage of extensive lymph node abscess or inflammation,F,1194.22,Moderate-Low,2
7363,Needle measurement and recording of electrical activity of muscles in arms or legs,F,820.2,Moderate-Low,2
7366,"Removal of foreign body, stone, or stent from bladder canal (urethra) or bladder using an endoscope",F,1209.52,Moderate-Low,2
7367,Removal of lymph nodes of mid-chest cavity using an endoscope,F,771.78,Moderate-Low,2
7369,"Application of organ cavity radiation source, complex",F,1079.37,Moderate-Low,2
7373,Placement of stent on esophagus using an endoscope,F,777.96,Moderate-Low,2
7395,Incision of bladder with drainage,F,1235.69,Moderate-Low,2
7396,"Anesthesia for nerve block and injection procedure, prone position",F,948.33,Moderate-Low,2
7399,Closed treatment of broken finger or thumb,F,798.93,Moderate-Low,2
7400,"Incision of hip tendon, open procedure",F,970.11,Moderate-Low,2
7407,Evaluation of single or dual chamber pacing cardioverter-defibrillator with programming or reprogramming,F,997.39,Moderate-Low,2
7416,Drainage of multiple abscess,F,699.38,Moderate-Low,2
7428,Anesthesia for procedure in lower abdomen including urinary tract,F,1574.9,Moderate-Low,2
7436,"Insertion of needles, catheters, or devices into head and/or neck for radiation delivery",F,1439.81,Moderate-Low,2
7437,Administration of radiation therapy,F,1334.51,Moderate-Low,2
7441,Diagnostic examination of the bladder and bladder canal (urethra) using an endoscope,F,813.55,Moderate-Low,2
7443,"Removal of fluid from chest cavity with insertion of indwelling catheter, accessed through the skin",F,837.09,Moderate-Low,2
7445,Removal of skin and bone first 20 sq cm or less,F,827.72,Moderate-Low,2
7449,"Destruction of mass on gallbladder, pancreatic, liver, and bile ducts using an endoscope",F,1570.23,Moderate-Low,2
7450,Transfer of skin flap to trunk,F,1126.1,Moderate-Low,2
7454,Closed treatment of ankle dislocation,F,1446.47,Moderate-Low,2
7455,"Incision of abscess, cyst, or blood accumulation in mouth",F,840.53,Moderate-Low,2
7456,Treatment of broken foot bone,F,1188.27,Moderate-Low,2
7461,Incision of eardrum with insertion of eardrum tube under local or topical anesthesia,F,721.5,Moderate-Low,2
7463,Suturing incision and stripping leg vein,F,1577.3,Moderate-Low,2
7476,Insertion of radiation delivery device into heart artery via catheter,F,693.68,Moderate-Low,2
7478,Anesthesia for tying procedure on major blood vessels of neck,F,1153.85,Moderate-Low,2
7480,Exploration of the scrotal sac of testicle,F,1271.63,Moderate-Low,2
7481,"Injection of anesthetic agent, paracervical (uterine) nerve",F,1564.2,Moderate-Low,2
7484,Closed treatment of broken heel bone with manipulation,F,1439.68,Moderate-Low,2
7485,Repositioning of implanted pacemaker or defibrillator device,F,937.98,Moderate-Low,2
7490,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and/or bursae of knee",F,1169.51,Moderate-Low,2
7496,Removal of foreign body or stone from kidney or urinary duct (ureter) using an endoscopy which is inserted through an already created urinary duct (ureter) opening,F,1579.72,Moderate-Low,2
7498,Anesthesia for procedure on gastrointestinal tract using an endoscope,F,882.34,Moderate-Low,2
7501,Drainage of tear-producing gland,F,745.93,Moderate-Low,2
7502,Removal of growth of dental bone,F,904.17,Moderate-Low,2
7504,Removal of spermatic cord venous dilation or suturing spermatic veins,F,1534.12,Moderate-Low,2
7506,Removal of foreign body or stone from tear passages,F,1472.23,Moderate-Low,2
7512,Vaginal suture of cervix during pregnancy,F,802.5,Moderate-Low,2
7515,Nonobstetrical repair of skin from anus to genitals,F,1225.56,Moderate-Low,2
7520,V-shaped removal of lip tissue,F,1482.53,Moderate-Low,2
7522,Biopsy of soft tissue of neck or chest,F,714.81,Moderate-Low,2
7528,Biopsy of esophagus using an endoscope,F,798.97,Moderate-Low,2
7538,Insertion of catheters for treatment of abnormal heart rhythm,F,1361.0,Moderate-Low,2
7550,Laser release of scar tissue between the lens and retina,F,1072.82,Moderate-Low,2
7558,Removal of embedded foreign body of mouth,F,1000.91,Moderate-Low,2
7561,Temporary closure of eyelids by suture,F,1070.56,Moderate-Low,2
7577,Examination of kidney and urinary duct (ureter) using an endoscope,F,1329.63,Moderate-Low,2
7578,"Needle biopsy of windpipe cartilage, airway, and/or lung using an endoscope",F,1112.8,Moderate-Low,2
7580,Anesthesia for soft tissue biopsy on nose and sinus,F,897.0,Moderate-Low,2
7581,Removal of anal growth,F,924.38,Moderate-Low,2
7594,Evaluation of single or dual chamber pacing cardioverter-defibrillator and generator at time of implantation or replacement,F,1029.04,Moderate-Low,2
7597,Anesthesia for procedure to repair calf muscle,F,1510.85,Moderate-Low,2
7599,Removal of foreign body from voice box using an endoscope,F,744.69,Moderate-Low,2
7601,Realignment of eye having prior surgery or injury,F,1282.02,Moderate-Low,2
7608,Removal of indwelling stent in urinary duct (ureter) including radiological supervision and interpretation,F,1215.21,Moderate-Low,2
7611,Removal and tying 2 or more hemorrhoid group,F,1334.63,Moderate-Low,2
7615,"Removal of skin level port of stomach banding device, open procedure",F,968.79,Moderate-Low,2
7616,Removal of deep foreign body of penis,F,1482.0,Moderate-Low,2
7618,Removal of bladder pouches using an endoscope,F,1004.43,Moderate-Low,2
7625,Opening of windpipe through neck for insertion of breathing tube,F,1289.89,Moderate-Low,2
7627,Implantation patient-activated heart monitoring device,F,1218.18,Moderate-Low,2
7630,Aspiration of lung secretions from lung airways using an endoscope,F,665.35,Moderate-Low,2
7635,Removal of foreign body of foot tissue,F,1349.76,Moderate-Low,2
7638,Harvest of an arm artery segment,F,842.32,Moderate-Low,2
7640,"Assessment of air leak, airway sizing, and insertion of bronchial valves in lung airways using an endoscope",F,798.02,Moderate-Low,2
7644,"Injection of anesthetic agent, neck nerve bundle",F,821.17,Moderate-Low,2
7662,Drainage of throat abscess,F,1047.58,Moderate-Low,2
7663,Insertion of guide wire for dilation of esophagus using an endoscope,F,813.89,Moderate-Low,2
7666,Closed treatment of broken ankle,F,1057.77,Moderate-Low,2
7669,Fusion of finger joint with bone graft,F,871.53,Moderate-Low,2
7680,Chemotherapy administration into chest cavity requiring insertion of catheter,F,822.53,Moderate-Low,2
7689,"Removal of foreign body of shoulder joint, accessed beneath the skin",F,716.51,Moderate-Low,2
7695,Examination of chest using an endoscope with biopsy,F,1260.72,Moderate-Low,2
7696,"Injection of anesthetic agent, thoracic vertebra",F,787.92,Moderate-Low,2
7699,Control of bleeding in large bowel using an endoscope which is inserted through abdominal opening,F,1245.11,Moderate-Low,2
7701,Revision of scar or wound closure of previous amputation at upper arm bone,F,1199.94,Moderate-Low,2
7706,"Procedure, service, or report",F,688.69,Moderate-Low,2
7715,Preparation of donor liver for transplantation,F,1339.95,Moderate-Low,2
7717,Suture of non-obstetrical injury of the vagina and/or skin,F,1035.8,Moderate-Low,2
7721,Treatment of broken foot bone,F,740.79,Moderate-Low,2
7733,Removal of tissue overgrowth at teeth or tooth socket,F,949.14,Moderate-Low,2
7735,Diagnostic examination of esophagus using an endoscope,F,735.75,Moderate-Low,2
7752,Examination of chest using an endoscope with lymph node biopsy,F,1345.6,Moderate-Low,2
7756,Removal of sutures under anesthesia by same surgeon,F,1334.54,Moderate-Low,2
7758,Injection of drug into eye,F,806.17,Moderate-Low,2
7759,Laser destruction of cervix,F,1065.8,Moderate-Low,2
7760,Exploration of penetrating wound of chest,F,1017.9,Moderate-Low,2
7763,"Repair of wound (7.6 to 12.5 centimeters) of neck, hands, feet, and/or genitals",F,996.77,Moderate-Low,2
7770,Removal and tying hemorrhoid group,F,992.43,Moderate-Low,2
7782,Removal of female genital gland or cyst,F,1375.67,Moderate-Low,2
7783,Revision of scar or wound closure of previous amputation at upper arm bone,F,1398.98,Moderate-Low,2
7789,Probing of nasal-tear duct,F,768.85,Moderate-Low,2
7792,Invasive electrical stimulation to aid bone healing,F,810.74,Moderate-Low,2
7805,"Repair of wound of eyelids, nose, ears, and/or lips",F,781.71,Moderate-Low,2
7808,Removal or destruction of abnormal pouches of urinary duct (ureter) at bladder using an endoscope,F,1380.01,Moderate-Low,2
7809,Tying of spermatic veins using an endoscope,F,1449.29,Moderate-Low,2
7811,Excisional destruction of penile growths,F,1304.17,Moderate-Low,2
7817,Resection of large bowel tissue using an endoscope which is inserted through abdominal opening,F,1359.15,Moderate-Low,2
7820,Closed treatment of dislocated wrist with manipulation,F,1535.45,Moderate-Low,2
7822,Release of foot tendon,F,1347.64,Moderate-Low,2
7827,Anesthesia for removal of testicle through abdomen,F,1205.46,Moderate-Low,2
7831,"Mapping of electrical brain wave activity (EEG) using electrodes on brain surface to provoke seizure activity or assess brain function, first hour",F,666.02,Moderate-Low,2
7835,Insertion of catheter in right and left heart for imaging of blood vessels or grafts and left lower heart,F,1520.28,Moderate-Low,2
7842,"Diagnostic examination of gallbladder and pancreatic, liver, and bile ducts using an endoscope",F,1118.56,Moderate-Low,2
7846,Ultrasound evaluation of blood vessel during diagnosis or treatment,F,1130.86,Moderate-Low,2
7853,"Balloon dilation of artery in one leg, endovascular, accessed through the skin or open procedure",F,1386.8,Moderate-Low,2
7860,"Insertion of hardware to foot joint dislocation with manipulation, accessed through the skin",F,1503.48,Moderate-Low,2
7862,Closed treatment of broken ankle with manipulation,F,1490.56,Moderate-Low,2
7863,Anesthesia for relocation of undescended testicle into scrotum,F,1122.99,Moderate-Low,2
7865,"Preparation of graft site at trunk, arms, or legs (first 100 sq cm or 1% body area infants and children)",F,1045.93,Moderate-Low,2
7869,"Removal and microscopic examination of growth of the head, neck, hands, feet, or genitals (first stage, up to 5 tissue blocks)",F,1320.31,Moderate-Low,2
7871,Insertion of catheters for 3D mapping of electrical impulses to heart muscles,F,1179.74,Moderate-Low,2
7872,Closed treatment of broken forearm at wrist bone,F,1288.69,Moderate-Low,2
7893,Insertion of catheter into right heart or main pulmonary (lung) artery,F,975.08,Moderate-Low,2
7894,"Repair of wound (12.6 to 20.0 centimeters) of face, ears, eyelids, nose, lips, and/or mouth",F,1295.47,Moderate-Low,2
7901,Balloon dilation of small bowel using an endoscope which is inserted through abdominal opening,F,1471.85,Moderate-Low,2
7903,Excisional destruction of anal growths,F,1120.76,Moderate-Low,2
7905,Aqueous shunt,F,1374.22,Moderate-Low,2
7912,Removal of foreign body or stent from pancreatic or bile duct using an endoscope,F,1306.9,Moderate-Low,2
7913,Treatment of kidney stricture using an endoscope,F,1129.33,Moderate-Low,2
7914,Biopsy of tissue of shoulder area,F,1502.17,Moderate-Low,2
7924,Manipulation of hinged joints of upper and lower jaw bones under anesthesia,F,959.75,Moderate-Low,2
7927,"Biopsy or removal of breast lymph nodes, open procedure",F,1549.1,Moderate-Low,2
7929,Closed treatment of broken nasal bone with stabilization,F,1488.07,Moderate-Low,2
7934,Irrigation and drainage of sinus,F,664.45,Moderate-Low,2
7935,"Insertion of catheters for assessment of heart pacing, recording, or attempted induction of abnormal rhythm",F,861.76,Moderate-Low,2
7937,"Injection of anesthetic agent, groin nerves",F,715.33,Moderate-Low,2
7960,"Anesthesia for treatment of second and third-degree burn, less than 4% total body surface",F,1202.16,Moderate-Low,2
7969,Incision and drainage of abscess or blood accumulation in soft tissues of neck or chest with removal of rib,F,1320.17,Moderate-Low,2
7972,"Placement of catheter of kidney, accessed through the skin using imaging guidance with radiological supervision and interpretation",F,1310.48,Moderate-Low,2
7979,Stomach procedure,F,1287.37,Moderate-Low,2
7984,Repair of finger or toe nail bed,F,888.46,Moderate-Low,2
7988,Vaginal drainage of ovarian cysts,F,1272.89,Moderate-Low,2
7992,Measurement of brain activity (EEG) during surgery,F,1506.53,Moderate-Low,2
7993,Removal of portion of external ear,F,1375.89,Moderate-Low,2
7997,Closed treatment of knee cap fracture,F,1081.05,Moderate-Low,2
7999,"Repair of wound (2.6 to 5.0 centimeters) of face, ears, eyelids, nose, lips, and/or mouth",F,838.89,Moderate-Low,2
8000,Balloon dilation of esophagus using an endoscope,F,861.37,Moderate-Low,2
8004,"Removal (3.1 to 4.0 centimeters) growth of face, ears, eyelids, nose, lips, or mouth",F,1138.66,Moderate-Low,2
8008,Removal or destruction of prolapsed bladder canal (urethra),F,1165.22,Moderate-Low,2
8011,Diagnostic examination of large bowel using an endoscope which is inserted through abdominal opening,F,1051.07,Moderate-Low,2
8013,Anesthesia for procedure on nerve in brain,F,1105.73,Moderate-Low,2
8014,Breast procedure,F,1180.99,Moderate-Low,2
8020,Removal of small bowel polyps or growths using an endoscope,F,1323.54,Moderate-Low,2
8026,Injection of air or liquid into eye,F,1086.43,Moderate-Low,2
8029,"Fusion of lower spine bones with removal of disc, posterior approach",F,1380.57,Moderate-Low,2
8030,Tying salivary gland duct,F,1286.89,Moderate-Low,2
8041,Cone biopsy of the cervix and vagina using an endoscope,F,1265.9,Moderate-Low,2
8043,Laser destruction of growths of penis,F,938.13,Moderate-Low,2
8044,Creation of drainage tract for female genital gland or cyst,F,984.72,Moderate-Low,2
8046,Removal of salivary gland stone,F,1300.61,Moderate-Low,2
8050,Incision or repair of abnormal bladder canal (urethra),F,1142.67,Moderate-Low,2
8058,Manipulation of shoulder joint under anesthesia,F,1414.73,Moderate-Low,2
8061,"Biopsy of breast, open procedure",F,1180.78,Moderate-Low,2
8093,Diagnostic examination of uterus using an endoscope,F,1224.98,Moderate-Low,2
8096,Implantation of biologic implant to soft tissue,F,1172.06,Moderate-Low,2
8101,Destruction and reconstruction of right upper heart,F,1568.83,Moderate-Low,2
8108,Removal of impacted vaginal foreign body under anesthesia,F,716.7,Moderate-Low,2
8110,Incisional biopsy of testis (testicle),F,831.49,Moderate-Low,2
8132,Incision of pancreatic outlet muscle using an endoscope,F,1387.41,Moderate-Low,2
8135,Destruction of soft tissue of nasal passages,F,982.26,Moderate-Low,2
8138,Reconstruction of spine bone following spinal procedure,F,1261.88,Moderate-Low,2
8144,"Injection of chemical for destruction of nerve muscles on trunk, 6 or more muscles",F,677.6,Moderate-Low,2
8151,Insertion of tube accessed through the skin for external blood circulation in heart and lungs using a pump patient 6 years and older,F,1498.52,Moderate-Low,2
8153,Closed treatment of broken chest bone,F,729.8,Moderate-Low,2
8154,Removal of implantable patient-activated heart monitoring device,F,762.46,Moderate-Low,2
