description,y_pred,y_conf,y_true
Removal of growth of roof of mouth,Moderate-Low,0.46847054,Moderate-Low
Insertion of a permanent bladder canal (urethra) stent using an endoscope,Moderate-Low,0.93934864,Moderate-Low
"Injection of anesthetic agent, greater occipital nerve",Moderate-Low,0.8500296,Moderate-Low
"Removal of blood clot from dialysis graft, open procedure",Moderate-High,0.8022401,Moderate-Low
Removal of multiple external hemorrhoids,Moderate-High,0.87164116,Moderate-Low
"Biopsy or removal of lymph nodes, open procedure",Moderate-Low,0.49539578,Moderate-Low
"Repair of wound (12.6 to 20.0 centimeters) of face, ears, eyelids, nose, lips, and/or mouth",Moderate-Low,0.9643975,Moderate-Low
Induction of abnormal heart rhythm by small electrical shock to the heart,Low,0.5755312,Moderate-Low
Mechanical separation of plasma and abnormal antibodies from blood,Moderate-Low,0.6465847,Moderate-Low
Insertion of catheter into sperm duct using an endoscope,Moderate-Low,0.9513704,Moderate-Low
Dilation of rectum and large bowel using an endoscope,Low,0.54724103,Moderate-Low
"Anesthesia for procedure on skin of arms, legs, or trunk",Moderate-Low,0.96846575,Moderate-Low
Biopsy of fluid collection in one lung using an endoscope,Moderate-Low,0.8742295,Moderate-Low
Biopsy of esophagus using an endoscope,Moderate-Low,0.9161046,Moderate-Low
Fine needle aspiration of orbital contents,Low,0.9751603,Moderate-Low
Spermatic cord procedure using an endoscope,Moderate-Low,0.7010084,Moderate-Low
Placement of flap to repair abdominal wall,High,0.7876106,Moderate-Low
Repair of wound (1.1 to 2.5 centimeters) of trunk,Moderate-Low,0.68902266,Moderate-Low
Laser destruction of growths of penis,Moderate-Low,0.7987258,Moderate-Low
Incision of spine bone to correct spinal deformity of spinal column,Very-High,0.6720291,Moderate-Low
"Repair of wound (2.5 centimeters or less) of neck, hands, feet, and/or genitals",Moderate-Low,0.9254779,Moderate-Low
"Anesthesia for fragmenting, manipulation and/or removal of kidney stone including use of an endoscope",Moderate-Low,0.65118814,Moderate-Low
Insertion of needle or catheter into aorta,Low,0.6875736,Moderate-Low
Repair of the scrotum,High,0.93795365,Moderate-Low
Bone graft harvest,High,0.35440862,Moderate-Low
Exploration of the scrotal sac of testicle,Moderate-Low,0.95381325,Moderate-Low
"Application of skin substitute (wound surface great than or equal to 100 sq cm) to face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes (first 100 sq cm or 1% body area of infants and children)",Moderate-Low,0.92892325,Moderate-Low
Injections of substances into lower or sacral spine,Low,0.5209876,Moderate-Low
Treatment of spontaneous hip dislocation under anesthesia,Moderate-Low,0.9747838,Moderate-Low
Control of bleeding of throat with insertion of packing,Moderate-Low,0.7638747,Moderate-Low
Removal of growth of tissue of mouth,Moderate-Low,0.4338863,Moderate-Low
Closed treatment of broken upper arm bone at shoulder joint with manipulation,Moderate-High,0.6103938,Moderate-Low
Anesthesia for procedure on pelvic bone,Moderate-Low,0.8552384,Moderate-Low
"Ambulance service, advanced life support, emergency transport, level 1 (als 1 - emergency)",Moderate-Low,0.8981102,Moderate-Low
Anesthesia for procedure on urinary system including use of an endoscope,Moderate-Low,0.84419435,Moderate-Low
Rectal procedure,High,0.47333854,Moderate-Low
Biopsy of soft tissue of leg or ankle,Moderate-Low,0.7817508,Moderate-Low
Bypass of diseased or blocked artery,Low,0.388794,Moderate-Low
Removal of growth of mouth with plastic repair,Moderate-Low,0.3901197,Moderate-Low
Replacement of central venous catheter,Low,0.4447168,Moderate-Low
Release of uterine adhesions using an endoscope,High,0.3803399,Moderate-Low
Harvest of donor conjunctiva,Moderate-Low,0.7649202,Moderate-Low
Anesthesia for relocation of undescended testicle into scrotum,Moderate-Low,0.99558204,Moderate-Low
Insertion of catheters for treatment of abnormal heart rhythm,Moderate-Low,0.68550354,Moderate-Low
Conversion of nephrostomy catheter to nephroureteral catheter accessed through the skin using imaging guidance with study of kidney and ureter and radiological supervision and interpretation,Moderate-Low,0.8149079,Moderate-Low
"Repair of wound (over 30.0 centimeters) of the scalp, neck, underarms, genitals, trunk, arms and/or legs",Moderate-Low,0.9524165,Moderate-Low
Closed treatment of broken shoulder blade with manipulation,Moderate-High,0.8406543,Moderate-Low
Biopsy of foot bone,Moderate-Low,0.8195647,Moderate-Low
"Fusion of spine bones with removal of disc, anterior approach",Very-High,0.9416516,Moderate-Low
"Fusion of spine bones, posterior or posterolateral approach",Very-High,0.5352147,Moderate-Low
"Repair of lacerated conjunctiva using flap or graft, requiring hospitalization",Moderate-Low,0.80786574,Moderate-Low
Removal of skin debris and drainage of mastoid cavity,Low,0.59741426,Moderate-Low
"Injection of anesthetic agent, middle or lower spine sympathetic nerves",Moderate-Low,0.84953076,Moderate-Low
Closed treatment of broken forearm bone at elbow with manipulation,Moderate-High,0.57076806,Moderate-Low
Biopsy or removal of nasal polyp or tissue using an endoscope,Moderate-Low,0.80856884,Moderate-Low
"Placement of drainage catheter of biliary duct, accessed through the skin with imaging including radiological supervision and interpretation",Moderate-High,0.6258691,Moderate-Low
"Repair of wound (12.6 to 20.0 centimeters) of the scalp, neck, underarms, genitals, trunk, arms and/or legs",Moderate-Low,0.9794714,Moderate-Low
Closed treatment of broken thigh bone,Moderate-Low,0.7049378,Moderate-Low
Anesthesia for open incision of elbow to shoulder tendon,Moderate-Low,0.49190596,Moderate-Low
Removal of foreign body in scrotal sac of testicle,Moderate-Low,0.96828574,Moderate-Low
Removal of remaining cervix,Moderate-High,0.48286384,Moderate-Low
Biopsy of cervix using an endoscope,Moderate-Low,0.74377745,Moderate-Low
Anesthesia for procedure to create holes in skull including X-ray imaging,Moderate-High,0.73108625,Moderate-High
Repair of hernia between abdominal muscles,Moderate-High,0.91394454,Moderate-High
Reconstruction of up to two-thirds of the eyelid by transfer of opposite eyelid tissue,Moderate-High,0.71035254,Moderate-High
"Suture of bladder canal (urethra) wound or injury, female",Moderate-High,0.6494902,Moderate-High
Insertion of tube open procedure for external blood circulation in heart and lungs using a pump patient 6 years and older,Moderate-High,0.5785971,Moderate-High
Anesthesia for open or endoscopic total knee joint replacement,Moderate-High,0.9314013,Moderate-High
Anchoring of tendon to third joint of finger,Moderate-High,0.8213517,Moderate-High
Removal (less than 5 centimeters) muscle growth in abdominal wall,High,0.5178739,Moderate-High
"Exploration, drainage, or removal of foreign body of hand joint",Moderate-Low,0.5531502,Moderate-High
Anesthesia for X-ray procedure on chest or neck vein,Moderate-Low,0.8548182,Moderate-High
Kidney biopsy using an endoscope,Moderate-Low,0.48236775,Moderate-High
Removal of abnormally thickened tissue in penis with greater than 5 centimeter graft,High,0.9665914,Moderate-High
Removal (less than 3 centimeters) tissue growth beneath the skin at forearm and/or wrist,Moderate-High,0.74763304,Moderate-High
Removal of growth of tendon covering at forearm and/or wrist,Moderate-High,0.59619,Moderate-High
Open treatment of broken forearm bone,High,0.8431189,Moderate-High
Re-amputation of leg,Moderate-High,0.7651106,Moderate-High
Casting or strapping procedure,Low,0.7566803,Moderate-High
Biopsy and/or destruction of growth of urinary duct (ureter) or kidney using an endoscope,Moderate-Low,0.6828908,Moderate-High
Removal of knee cartilage,Moderate-High,0.4291519,Moderate-High
Insertion of stent into bile duct,Moderate-Low,0.3778423,Moderate-High
Removal of up to one-fourth of the eyelid involving lid margin,Moderate-High,0.96240425,Moderate-High
Removal of scar tissue in eye,Moderate-High,0.4074272,Moderate-High
"Biopsy or removal of lymph nodes of neck, open procedure",Moderate-Low,0.5011896,Moderate-High
Upper jaw and facial prosthesis procedure,Very-High,0.53013307,Moderate-High
Insertion of lower heart chamber blood flow assist device through the skin including radiological supervision and interpretation,Moderate-Low,0.6848624,Moderate-High
Removal of stone from upper urinary duct (ureter),Moderate-High,0.6099302,Moderate-High
"Removal of blood clot in vena cava, pelvic or thigh artery",High,0.96594983,Moderate-High
Open treatment of broken eye socket bone,High,0.73836404,Moderate-High
Removal of tear-producing gland,Moderate-High,0.51246786,Moderate-High
Removal of bone cyst or growth of hip or pelvic bone,Moderate-High,0.48351097,Moderate-High
Incision of nasal sinus of one side of face,Moderate-High,0.79592645,Moderate-High
Insertion of catheters into main and accessory arteries of both kidneys for imaging including radiological supervision and interpretation,Moderate-High,0.52111286,Moderate-High
Removal of wedge of lip tissue,Moderate-Low,0.609514,Moderate-High
Incision of tissue on one side of pelvic muscle compartment with removal of muscle,High,0.5127671,Moderate-High
Removal of hand or finger joint capsule,High,0.58402324,Moderate-High
Removal of brain and spinal fluid shunt system,Very-High,0.4987143,Moderate-High
Open treatment of broken finger or thumb,High,0.7490977,Moderate-High
Removal of spermatic cord venous dilation or tying of spermatic veins,Moderate-Low,0.90498334,Moderate-High
Removal of pressure sore at sacrum with skin graft,High,0.8802327,Moderate-High
Partial removal of hand bone,High,0.55328906,Moderate-High
Implantation or replacement of neurostimulator electrodes in upper stomach using an endoscope,Moderate-High,0.45808643,Moderate-High
Removal of fibrous nerve growth from between toes,Moderate-High,0.7061837,Moderate-High
Release of multiple tendons of leg and/or ankle,Moderate-High,0.87583524,Moderate-High
Repair of abnormal artery-vein connection in arms or legs,Moderate-High,0.79676825,Moderate-High
Anesthesia for labor during planned vaginal delivery,Moderate-Low,0.83676356,Moderate-High
Incisional removal of eyelashes with graft,Moderate-Low,0.8792648,Moderate-High
Replacement of aortic valve with prosthetic valve on heart-lung machine,Very-High,0.91984075,Moderate-High
"Incision of hip tendons, open procedure",Moderate-High,0.78061455,Moderate-High
Lymph node procedure using an endoscope,Moderate-High,0.35659444,Moderate-High
Destruction of trigeminal (facial) nerve branch,Moderate-High,0.984133,Moderate-High
Repair of injured eye muscle or tendon,High,0.80650795,Moderate-High
Destruction of tissue encircling lens using en endoscope,Moderate-Low,0.37260133,Moderate-High
Connection of gall bladder to bowel using an endoscope,Very-High,0.694645,Moderate-High
Open treatment of broken eye socket bone,High,0.73836404,Moderate-High
Repair of components of a multi-component inflatable penile prosthesis,High,0.7238048,Moderate-High
Application of cranial halo device (stabilization device for skull),Moderate-High,0.6565154,Moderate-High
Removal or revision of sling around bladder canal (urethra) to control leakage,Moderate-High,0.95187306,Moderate-High
Removal of cyst or thyroid gland drainage tract,Moderate-High,0.6581257,Moderate-High
Insertion of device beneath the skin for continuous infusion in brain,Moderate-Low,0.9432606,Moderate-High
"Removal of plaque of major coronary artery or branch, accessed through the skin",Moderate-High,0.8899392,Moderate-High
Repair of finger joint,High,0.74815255,Moderate-High
Repair of herniated bladder into vaginal wall,Moderate-High,0.90363616,Moderate-High
Incision of nasal sinus using an endoscope,High,0.46297905,Moderate-High
Removal of growth of sclera,Moderate-Low,0.6075048,Moderate-High
Incision or removal of nerve to forehead scalp and upper eyelid,Moderate-High,0.6640182,Moderate-High
Removal of cyst or thyroid gland drainage tract,Moderate-High,0.6581257,Moderate-High
Insertion of catheter into abdominal pelvic or leg artery,Moderate-Low,0.84071416,Moderate-High
Incision of bone of thigh or knee,Moderate-High,0.82828206,Moderate-High
Removal of pressure sore and bone at sacrum,High,0.83755916,Moderate-High
Exploration of sperm reservoir,Moderate-High,0.70634866,Moderate-High
Anterior (front) eye procedure,High,0.68910867,Moderate-High
Stereotactic treatment of brain growth,Very-High,0.7686352,Moderate-High
Destruction of large bowel growths using an endoscope which is inserted through abdominal opening,Moderate-Low,0.972328,Moderate-High
Anchoring of tendon to third joint of finger,Moderate-High,0.8213517,Moderate-High
Removal of small bone underlying long bone of foot at toe joint,Moderate-High,0.95914125,Moderate-High
Anesthesia for procedure on salivary gland with biopsy,Moderate-Low,0.94732755,Moderate-High
Repair of eardrum,High,0.5084124,Moderate-High
Removal (3 centimeters or greater) tissue growth beneath the skin in abdominal wall,Moderate-High,0.72037494,Moderate-High
Opening in chest with biopsy of fluid collection in one lung,Moderate-High,0.6534447,Moderate-High
Incision of to repair shoulder joint area,High,0.5921029,Moderate-High
Incision or removal of spinal nerve,Moderate-High,0.50632197,Moderate-High
Insertion of catheter into artery on one side of neck for diagnosis or treatment including radiological supervision and interpretation,Moderate-High,0.5668787,Moderate-High
Injection or implant of synthetic material into bladder and/or bladder canal (urethra) using an endoscope,Moderate-High,0.5645654,Moderate-High
Repair of penis,High,0.58264405,Moderate-High
Removal of dead upper arm bone,Moderate-High,0.72786176,Moderate-High
Tying of perforator veins in leg muscles using an endoscope,Moderate-Low,0.9751883,Moderate-High
"Suture of bladder canal (urethra) wound or injury, prostate",Moderate-High,0.8288025,Moderate-High
Insertion of device beneath the skin for continuous infusion in brain,Moderate-Low,0.9432606,Moderate-High
Removal or scraping of skin on nose,Moderate-High,0.7726297,Moderate-High
Closure of congenital heart defect from pulmonary (lung) artery to aorta via catheter accessed through the skin,Very-High,0.33574855,Moderate-High
Anesthesia for closed diagnostic examination of chest using an endoscope with 1 lung ventilation,Moderate-Low,0.6140338,Moderate-High
Removal of multiple internal and external hemorrhoids,Moderate-High,0.78016794,Moderate-High
Closed treatment of dislocated wrist with manipulation,Moderate-High,0.78042465,Moderate-High
Partial removal of finger bone,High,0.7339526,Moderate-High
"Partial release of tissues of palm, open procedure",High,0.69586766,Moderate-High
Suture of tendon below knee,Moderate-High,0.9408006,Moderate-High
Incision of upper thigh bone at hip joint,Moderate-High,0.73948133,Moderate-High
Anesthesia for open procedure on lower one-third of thigh bone,Moderate-High,0.46076873,Moderate-High
Anesthesia for removal of uterus including use of an endoscope,High,0.4978324,Moderate-High
Repair of thigh bone with insertion of rod,High,0.9723203,Moderate-High
Closed treatment of jaw temporomandibular joint (TMJ) dislocation,Moderate-Low,0.86662287,Moderate-High
"Stereotactic radiation treatment management of 1 or more lesions using imaging guidance, per treatment course",Moderate-High,0.8819051,Moderate-High
Removal of corneal scar tissue,Moderate-Low,0.47458905,Moderate-High
Repair of hernia using an endoscope,High,0.49104378,Moderate-High
Repair of abdominal muscle herniation,Moderate-High,0.9057774,Moderate-High
Transplant of tendon and muscle rerouting at lower leg or ankle,High,0.9917101,Moderate-High
Partial removal of foot or heel bone,Moderate-High,0.7429167,Moderate-High
Relocation of conjunctival flap,Moderate-High,0.9389078,Moderate-High
Revision of eye fluid drainage shunt with graft,High,0.50541556,Moderate-High
"Removal of tumor and breast tissue, accessed beneath the skin",Moderate-Low,0.49724483,Moderate-High
Closed treatment of broken and dislocated forearm bones at elbow with manipulation,Moderate-High,0.92989993,Moderate-High
Anesthesia for X-ray procedure on brain vein,Moderate-Low,0.6938546,Moderate-High
Re-amputation of remaining upper arm,Moderate-High,0.9416889,Moderate-High
Removal of blood clot in artery,High,0.7413198,Moderate-High
Open treatment of shoulder dislocation,High,0.7851958,Moderate-High
Removal of abnormally thickened tissue in penis,High,0.48513263,Moderate-High
Diagnostic insertion of small bowel tube and multiple specimen collection using imaging guidance,Low,0.7920806,Moderate-High
Repositioning of lens prosthesis,Moderate-High,0.49341327,Moderate-High
"Insertion of hardware to broken ankle joint with manipulation, accessed through the skin",Moderate-High,0.7264913,Moderate-High
"Exploration, drainage, or removal of foreign body of ankle",Moderate-Low,0.6597514,Moderate-High
Repair of muscle group above knee joint,Moderate-High,0.9318495,Moderate-High
Mechanical separation of plasma and abnormal antibodies from blood,Moderate-Low,0.6465847,Moderate-High
"Repair through abdomen of vaginal wall defect, open procedure",Moderate-High,0.78675413,Moderate-High
Biopsy of thigh or knee region tissue,Moderate-Low,0.6256759,Moderate-High
Incision of tissue of front and/or lateral and rear muscle compartments of lower leg,Moderate-High,0.5909086,Moderate-High
Removal or scraping of cyst or growth of thigh bone,Moderate-High,0.5763764,Moderate-High
Incision to straighten big toe bone with patient-derived bone graft,Moderate-High,0.782699,Moderate-High
Removal of pressure sore,Moderate-High,0.8875934,Moderate-High
Tying incision and/or removal of varicose vein clusters of leg,Moderate-High,0.5217881,Moderate-High
Removal of congenital cyst or abnormal drainage tract into mouth,Moderate-High,0.5883564,Moderate-High
"Skin, mucus membrane and beneath the skin procedure",Low,0.7346454,Moderate-High
"Insertion of hardware to broken thumb with manipulation, accessed through the skin",Moderate-High,0.63520116,Moderate-High
Treatment of stricture in urinary duct (ureter) using an endoscope,Moderate-Low,0.9113846,Moderate-High
Opening in chest with release of lung lining,High,0.46537316,Moderate-High
Release of nerve between tissue and bone of foot,Moderate-Low,0.6957484,Moderate-High
Destruction and/or removal of kidney or urinary duct (ureter) growths using an endoscopy which is inserted through an already created urinary duct (ureter) opening,Moderate-High,0.77599794,Moderate-High
Suture of postsurgical abdominal wall opening,Very-High,0.27036256,Moderate-High
Removal of growth of finger or toe nerve,Moderate-Low,0.558307,Moderate-High
"Removal of stimulator electrodes in upper stomach, open procedure",Moderate-High,0.6292484,Moderate-High
Suture of tendon below knee,Moderate-High,0.9408006,Moderate-High
"Release of sciatic nerve, open procedure",Moderate-High,0.42450672,Moderate-High
"Insertion of stent, removal of plaque and/or balloon dilation of coronary vessel, accessed through the skin",Moderate-High,0.5538692,Moderate-High
Treatment of stricture in urinary duct (ureter) using an endoscope,Moderate-Low,0.9113846,Moderate-High
Connection of gall bladder to bowel using an endoscope,Very-High,0.694645,Moderate-High
Re-amputation of thigh through thigh bone,Moderate-High,0.70367897,Moderate-High
Suture of abdominal cavity tissue,High,0.3434705,Moderate-High
Closed treatment of dislocated hip prosthesis under anesthesia,Moderate-Low,0.83405226,Moderate-High
Removal of sperm duct growth,Moderate-High,0.6128513,Moderate-High
Anesthesia for removal of blood clot in artery behind knee,High,0.4355387,Moderate-High
Partial removal of thyroid lobe on one side of the neck plus the same operation on the opposite side of the neck including the tissue in between,Moderate-High,0.7995458,Moderate-High
Removal of pressure sore and bone at hip bone,Moderate-High,0.5045661,Moderate-High
Partial removal of chest bone,High,0.4536444,Moderate-High
Removal of multiple internal and external hemorrhoids,Moderate-High,0.78016794,Moderate-High
Closure of abnormal drainage tract from rectum into vagina,Moderate-High,0.64037293,Moderate-High
"Fusion of lower spine bones with removal of disc, posterior or posterolateral approach",Very-High,0.4619827,Moderate-High
Removal of tissue overgrowth at teeth or tooth socket,Moderate-Low,0.7619623,Moderate-High
Closed treatment of finger tendon,Moderate-Low,0.8023475,Moderate-High
Preparation of one lung from a cadaver,Very-Low,0.87960297,Moderate-High
Incision or removal of nerve to tongue,Moderate-Low,0.37851903,Moderate-High
Removal (less than 3 centimeters) tissue growth of pelvis or hip,High,0.6073839,Moderate-High
Repair of leg tissue defect,High,0.53535503,Moderate-High
Removal of iris and growth,Moderate-High,0.49248064,Moderate-High
Repair of perforating laceration of cornea and/or sclera,High,0.8693405,Moderate-High
Exploration of urinary duct (ureter),Moderate-High,0.4536947,Moderate-High
Removal of posterior spinal instrumentation,Moderate-High,0.64324427,Moderate-High
Anesthesia for vaginal delivery,Moderate-Low,0.7684409,Moderate-High
Removal of growth of tendon covering at forearm and/or wrist,Moderate-High,0.59619,Moderate-High
"Insertion of small bowel tube, open procedure",Moderate-High,0.39759043,Moderate-High
"Relocation of arm vein with connection to arm artery, open procedure",Moderate-High,0.47950476,Moderate-High
Lengthening of tendon of upper arm or elbow,High,0.8105696,Moderate-High
Removal of foreign body of thigh or knee,Moderate-High,0.71772057,Moderate-High
Preparation of donor pancreas for transplantation,Moderate-High,0.3332588,Moderate-High
"Fragmenting, aspiration, and removal of lens material",High,0.5643519,Moderate-High
Adjustment or revision of external bone fixation system under anesthesia,High,0.6838407,Moderate-High
Removal of nerve of foot muscle,Moderate-Low,0.52956593,Moderate-High
"Incision of hip tendons, open procedure",Moderate-High,0.78061455,Moderate-High
Insertion of needles or catheters into pelvic organs and/or genitals for radiation therapy,High,0.9143182,Moderate-High
Repair of injured eye muscle or tendon,High,0.80650795,Moderate-High
Anesthesia for X-ray procedure on brain vein,Moderate-Low,0.6938546,Moderate-High
Removal of intact breast implant,Moderate-High,0.38738966,Moderate-High
Removal of salivary gland stone,Moderate-High,0.4781851,Moderate-High
Closed treatment of growth plate or broken upper arm bone at elbow with manipulation,Moderate-High,0.76239157,Moderate-High
Removal (1.5 centimeters or greater) muscle growth of foot or toe,Moderate-High,0.9015123,Moderate-High
Musculoskeletal procedure on head,Low,0.8177287,Moderate-High
Partial removal of prostate gland,High,0.56499463,Moderate-High
Reconstruction of abnormal toe,Moderate-Low,0.52708,Moderate-High
"Insertion of stent, removal of plaque and/or balloon dilation of coronary vessel during heart attack, accessed through the skin",Moderate-High,0.631567,Moderate-High
Incision of deep thigh tissue for graft,Moderate-Low,0.57653195,Moderate-High
Diagnostic examination of shoulder using an endoscope,High,0.6195815,Moderate-High
Anesthesia for removal of uterus including use of an endoscope,High,0.4978324,Moderate-High
Incisions to cornea to correct astigmatism,Very-High,0.6252252,Moderate-High
Open treatment of broken finger or thumb,High,0.7490977,Moderate-High
Procedure for congenital bowel defect,Moderate-High,0.43583387,Moderate-High
Removal of rib,Moderate-High,0.45447373,Moderate-High
Anesthesia for open or endoscopic total shoulder joint replacement,Moderate-High,0.8829732,Moderate-High
Partial removal of lip,Moderate-High,0.5389833,Moderate-High
Removal of wrist prosthesis,Moderate-High,0.5561301,Moderate-High
Removal and replacement of infected non-inflatable penile prosthesis,High,0.47688606,Moderate-High
Removal of rectal growth,Very-High,0.3566644,Moderate-High
Lengthening of tendon of hand or finger,High,0.6647336,Moderate-High
Insertion or replacement of permanent pacemaker and lower chamber electrodes,Moderate-High,0.6104502,Moderate-High
Crushing of stone in urinary duct (ureter) using an endoscope,High,0.5630607,Moderate-High
Partial removal of upper arm bone,High,0.5653761,Moderate-High
"Incision on one side of neck to transfer chest artery to neck artery plus endovascular procedure to repair chest aorta, open procedure",High,0.7346291,Moderate-High
"Insertion of catheter into portal vein of liver, accessed through the skin",Moderate-Low,0.8150589,Moderate-High
Insertion of internal hardware using an endoscope to treat a broken wrist,Moderate-High,0.49209645,Moderate-High
Repositioning of trapped groin hernia,Moderate-High,0.95167005,Moderate-High
Percutaneous insertion of small bowel tube (accessed through the skin) using fluoroscopic guidance with contrast,Moderate-Low,0.9285283,Moderate-High
Needle stereotactic and image-guided biopsy of prostate gland,Moderate-Low,0.6565438,Moderate-High
Repair of congenital bladder defect,Moderate-High,0.5877365,Moderate-High
Removal of tendon in hand or finger with rod insertion,High,0.98330855,Moderate-High
Open treatment of broken ankle,High,0.58818424,Moderate-High
Open treatment of broken ribs with insertion of hardware,High,0.5215618,Moderate-High
Release of nerve at sole of foot,Moderate-High,0.9743249,Moderate-High
Removal of blood clot in artery,High,0.7413198,Moderate-High
Removal of blood clot in underarm or upper chest vein,High,0.7375198,Moderate-High
Removal of growth of tendon covering or joint capsule of foot,Moderate-High,0.7618387,Moderate-High
Closed treatment of fracture of shin bone with traction,Moderate-High,0.5346799,Moderate-High
Revision of large bowel opening and scar tissue release,Moderate-Low,0.68179923,Moderate-High
Reconstruction of knee joint ligaments,High,0.6955864,Moderate-High
Injection of implant material in bladder using an endoscope,Moderate-Low,0.8268185,Moderate-High
Suture repair of turning-inward eyelid defect,Moderate-High,0.96501744,Moderate-High
"Dilation of bile ducts using an endoscope, accessed through the skin",Moderate-Low,0.8829724,Moderate-High
Lengthening of calf muscle,High,0.4978003,Moderate-High
Detachment of knee,Very-High,0.43991697,Moderate-High
Repair of abnormal drainage tract between two nasal sinuses,High,0.89319015,Moderate-High
Removal of multiple internal and external hemorrhoids with excision of abnormal anal drainage tract,Moderate-High,0.8125743,Moderate-High
"Excision of blood clot and/or infusion to dissolve blood clot in dialysis circuit and balloon dilation of dialysis segment, , accessed through the skin, with imaging including radiological supervision and interpretation",High,0.91647583,Moderate-High
"Laser destruction of retinal growth, 1 or more sessions",Moderate-High,0.7426119,Moderate-High
"Removal of 1 or more breast growth, open procedure",Moderate-High,0.34771115,Moderate-High
"Insertion of hardware to growth plate or broken upper arm bone at elbow, accessed through the skin",High,0.70866394,Moderate-High
Removal of cyst or growth of upper arm bone with donor bone graft,Moderate-High,0.6854055,Moderate-High
Vaginal removal of uterus (250 grams or less),Moderate-High,0.9170861,Moderate-High
Incision and exploration of wrist joint,Moderate-High,0.8773537,Moderate-High
Removal of lymph nodes behind abdominal cavity,Very-High,0.48333758,Moderate-High
Suspension of small bowel using mesh or prosthesis,Moderate-High,0.5944951,Moderate-High
Removal of nerve of calf muscle,High,0.57421446,Moderate-High
Anesthesia for procedure on mouth to repair palate deformity,Moderate-High,0.5678824,Moderate-High
"Balloon dilation of narrowed or blocked vein, accessed through the skin",Moderate-Low,0.7628007,Moderate-High
Removal of facial bones,Moderate-High,0.57418144,Moderate-High
Uterus procedure using an endoscope,High,0.64565253,Moderate-High
Exploration of ankle joint,Moderate-High,0.81399834,Moderate-High
Removal (5 centimeters or greater) muscle growth of back or flank,High,0.7358474,Moderate-High
Drainage of abscess or blood accumulation at forearm and/or wrist,Moderate-Low,0.52158934,Moderate-High
"Tissue transfer repair of wound (10.1 to 30.0 sq centimeters) of the scalp, arms, and/or legs",Moderate-High,0.73926145,Moderate-High
"Insertion of hardware to dislocated finger joint with manipulation, accessed through the skin",Moderate-High,0.76676756,Moderate-High
"Catheter removal of blood clot from dialysis graft, accessed through the skin",Moderate-Low,0.48354527,Moderate-High
Anesthesia for removal of prostate,Moderate-High,0.6464579,Moderate-High
Uterus procedure using an endoscope,High,0.64565253,Moderate-High
Removal of cyst at wrist,Moderate-High,0.7158478,Moderate-High
Removal of growth under nasal bone or cartilage,Moderate-High,0.9131582,Moderate-High
"Incision of artery in one groin for insertion of prosthesis, open procedure",Moderate-High,0.5527158,Moderate-High
Biopsy of soft tissue of upper arm or elbow,Moderate-Low,0.84215504,Moderate-High
Removal of (3 centimeters or greater) tissue growth beneath the skin of neck or front of chest,Moderate-High,0.73361737,Moderate-High
Open treatment of broken eye socket bone,High,0.73836404,Moderate-High
Partial removal of toe joint,Moderate-High,0.58246255,Moderate-High
"Removal of vena cava filter by endovascular approach, including radiological supervision and interpretation",Moderate-High,0.7354946,Moderate-High
Insertion of catheter into chest or arm artery,Moderate-Low,0.7686153,Moderate-High
Removal (1.5 centimeters or greater) tissue growth beneath the skin of foot or toe,Moderate-High,0.69581974,Moderate-High
Partial removal of lung lining for lung expansion,High,0.7385899,Moderate-High
Suture of ruptured muscle of thigh,Moderate-High,0.6325901,Moderate-High
Replacement or irrigation of brain fluid drainage shunt catheter,Moderate-High,0.64358246,Moderate-High
Repair of lacerated cornea and/or sclera,Moderate-Low,0.881236,Moderate-High
Total removal of thyroid lobe on one side of the neck,Moderate-High,0.7214928,Moderate-High
Severing of shoulder tendon to repair contracture,High,0.9124984,Moderate-High
Vaginal removal of uterus (250 grams or less),Moderate-High,0.9170861,Moderate-High
Tendon graft,Moderate-High,0.67401206,Moderate-High
Excision of corneal tissue to correct astigmatism,Very-High,0.75230324,Moderate-High
Mechanical separation of white blood cells and platelets from blood,Moderate-High,0.54011863,Moderate-High
Repair of herniated rectum into vaginal wall,Moderate-High,0.7752605,Moderate-High
Realignment of eye with repair of detached eye muscles,High,0.7251071,Moderate-High
Repair of finger tendon,High,0.6614846,Moderate-High
Removal of protrusion sclera or cornea with graft,Moderate-Low,0.77381766,Moderate-High
Repair of non-healed foot bone,High,0.6668302,Moderate-High
Revision of opening from urinary tract to skin,Moderate-High,0.66870004,Moderate-High
Anesthesia for vaginal delivery,Moderate-Low,0.7684409,Moderate-High
Anterior (front) eye procedure,High,0.68910867,Moderate-High
"Biopsy of bone, open procedure",Moderate-Low,0.50688046,Moderate-High
"Balloon catheter opening of major lung artery (pulmonary), accessed through the skin",Moderate-Low,0.43068397,Moderate-High
"Skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes (first 25 sq centimeters or less)",Moderate-High,0.5607056,Moderate-High
Creation of opening of windpipe and with insertion of speech prosthesis,Moderate-High,0.74571383,Moderate-High
Insertion of testicular prosthesis,Moderate-High,0.43588442,Moderate-High
"Closure of abnormal drainage tract from bladder canal (urethra) to skin, male",Moderate-High,0.62673676,Moderate-High
