description,y_pred,y_conf,y_true
Removal (less than 5 centimeters) muscle growth in abdominal wall,Moderate-High,0.63818324,Moderate-High
"Exploration, drainage, or removal of foreign body of hand joint",Moderate-High,0.517993,Moderate-High
Anesthesia for X-ray procedure on chest or neck vein,Moderate-Low,0.6055073,Moderate-High
Kidney biopsy using an endoscope,Moderate-Low,0.68573016,Moderate-High
Removal of abnormally thickened tissue in penis with greater than 5 centimeter graft,High,0.9949234,Moderate-High
Removal (less than 3 centimeters) tissue growth beneath the skin at forearm and/or wrist,Moderate-High,0.9302777,Moderate-High
Removal of growth of tendon covering at forearm and/or wrist,Moderate-High,0.5988221,Moderate-High
Open treatment of broken forearm bone,High,0.7948468,Moderate-High
Re-amputation of leg,Moderate-High,0.9376033,Moderate-High
Casting or strapping procedure,Low,0.9682912,Moderate-High
Biopsy and/or destruction of growth of urinary duct (ureter) or kidney using an endoscope,Moderate-Low,0.8556552,Moderate-High
Removal of knee cartilage,Moderate-High,0.5173221,Moderate-High
Insertion of stent into bile duct,Moderate-Low,0.5187653,Moderate-High
Removal of up to one-fourth of the eyelid involving lid margin,Moderate-High,0.82032377,Moderate-High
Removal of scar tissue in eye,Moderate-High,0.48270285,Moderate-High
"Biopsy or removal of lymph nodes of neck, open procedure",Moderate-Low,0.78514767,Moderate-High
Upper jaw and facial prosthesis procedure,Very-High,0.37232292,Moderate-High
Insertion of lower heart chamber blood flow assist device through the skin including radiological supervision and interpretation,Moderate-Low,0.5686696,Moderate-High
Removal of stone from upper urinary duct (ureter),Moderate-High,0.6542587,Moderate-High
"Removal of blood clot in vena cava, pelvic or thigh artery",High,0.99494004,Moderate-High
Open treatment of broken eye socket bone,High,0.67030257,Moderate-High
Removal of tear-producing gland,Moderate-High,0.46346608,Moderate-High
Removal of bone cyst or growth of hip or pelvic bone,Moderate-High,0.57012105,Moderate-High
Incision of nasal sinus of one side of face,Moderate-High,0.86528087,Moderate-High
Insertion of catheters into main and accessory arteries of both kidneys for imaging including radiological supervision and interpretation,Moderate-High,0.98937476,Moderate-High
Removal of wedge of lip tissue,Moderate-High,0.47307935,Moderate-High
Incision of tissue on one side of pelvic muscle compartment with removal of muscle,Moderate-High,0.66770834,Moderate-High
Removal of hand or finger joint capsule,High,0.5336474,Moderate-High
Removal of brain and spinal fluid shunt system,High,0.64204776,Moderate-High
Open treatment of broken finger or thumb,High,0.8105123,Moderate-High
Removal of spermatic cord venous dilation or tying of spermatic veins,Moderate-Low,0.849282,Moderate-High
Removal of pressure sore at sacrum with skin graft,High,0.67695445,Moderate-High
Partial removal of hand bone,Moderate-High,0.5856675,Moderate-High
Implantation or replacement of neurostimulator electrodes in upper stomach using an endoscope,Moderate-High,0.6976698,Moderate-High
Removal of fibrous nerve growth from between toes,Moderate-High,0.78136,Moderate-High
Release of multiple tendons of leg and/or ankle,Moderate-High,0.9409391,Moderate-High
Repair of abnormal artery-vein connection in arms or legs,Moderate-High,0.76563275,Moderate-High
Anesthesia for labor during planned vaginal delivery,Moderate-High,0.64957327,Moderate-High
Incisional removal of eyelashes with graft,Moderate-Low,0.98306537,Moderate-High
Replacement of aortic valve with prosthetic valve on heart-lung machine,Very-High,0.86997473,Moderate-High
"Incision of hip tendons, open procedure",Moderate-High,0.8304346,Moderate-High
Lymph node procedure using an endoscope,Moderate-High,0.4804232,Moderate-High
Destruction of trigeminal (facial) nerve branch,Moderate-High,0.9888658,Moderate-High
Repair of injured eye muscle or tendon,Moderate-High,0.7477347,Moderate-High
Destruction of tissue encircling lens using en endoscope,Moderate-Low,0.643777,Moderate-High
Connection of gall bladder to bowel using an endoscope,Very-High,0.6593946,Moderate-High
Open treatment of broken eye socket bone,High,0.67030257,Moderate-High
Repair of components of a multi-component inflatable penile prosthesis,High,0.90873873,Moderate-High
Application of cranial halo device (stabilization device for skull),Moderate-High,0.879669,Moderate-High
Removal or revision of sling around bladder canal (urethra) to control leakage,Moderate-High,0.9594081,Moderate-High
Removal of cyst or thyroid gland drainage tract,High,0.6394936,Moderate-High
Insertion of device beneath the skin for continuous infusion in brain,Moderate-Low,0.98341113,Moderate-High
"Removal of plaque of major coronary artery or branch, accessed through the skin",Moderate-High,0.97548,Moderate-High
Repair of finger joint,High,0.79046327,Moderate-High
Repair of herniated bladder into vaginal wall,Moderate-High,0.9542787,Moderate-High
Incision of nasal sinus using an endoscope,High,0.45597962,Moderate-High
Removal of growth of sclera,Moderate-High,0.57919717,Moderate-High
Incision or removal of nerve to forehead scalp and upper eyelid,Moderate-High,0.86070216,Moderate-High
Removal of cyst or thyroid gland drainage tract,High,0.6394936,Moderate-High
Insertion of catheter into abdominal pelvic or leg artery,Moderate-Low,0.67834175,Moderate-High
Incision of bone of thigh or knee,Moderate-High,0.82310194,Moderate-High
Removal of pressure sore and bone at sacrum,High,0.7886826,Moderate-High
Exploration of sperm reservoir,Moderate-High,0.6154506,Moderate-High
Anterior (front) eye procedure,High,0.6621299,Moderate-High
Stereotactic treatment of brain growth,Very-High,0.63525105,Moderate-High
Destruction of large bowel growths using an endoscope which is inserted through abdominal opening,Moderate-Low,0.9340987,Moderate-High
Anchoring of tendon to third joint of finger,Moderate-High,0.74767303,Moderate-High
Removal of small bone underlying long bone of foot at toe joint,Moderate-High,0.8662798,Moderate-High
Anesthesia for procedure on salivary gland with biopsy,Moderate-Low,0.9360258,Moderate-High
Repair of eardrum,High,0.6448288,Moderate-High
Removal (3 centimeters or greater) tissue growth beneath the skin in abdominal wall,Moderate-High,0.77632403,Moderate-High
Opening in chest with biopsy of fluid collection in one lung,Moderate-Low,0.7562501,Moderate-High
Incision of to repair shoulder joint area,Moderate-High,0.5490714,Moderate-High
Incision or removal of spinal nerve,Moderate-High,0.55033946,Moderate-High
Insertion of catheter into artery on one side of neck for diagnosis or treatment including radiological supervision and interpretation,Moderate-Low,0.68620557,Moderate-High
Injection or implant of synthetic material into bladder and/or bladder canal (urethra) using an endoscope,Moderate-Low,0.8278072,Moderate-High
Repair of penis,High,0.5949268,Moderate-High
Removal of dead upper arm bone,Moderate-High,0.70136625,Moderate-High
Tying of perforator veins in leg muscles using an endoscope,Moderate-Low,0.968573,Moderate-High
"Suture of bladder canal (urethra) wound or injury, prostate",Moderate-High,0.8590736,Moderate-High
Insertion of device beneath the skin for continuous infusion in brain,Moderate-Low,0.98341113,Moderate-High
Removal or scraping of skin on nose,Moderate-High,0.6957011,Moderate-High
Closure of congenital heart defect from pulmonary (lung) artery to aorta via catheter accessed through the skin,Very-High,0.6740498,Moderate-High
Anesthesia for closed diagnostic examination of chest using an endoscope with 1 lung ventilation,Moderate-Low,0.7700961,Moderate-High
Removal of multiple internal and external hemorrhoids,Moderate-High,0.6719045,Moderate-High
Closed treatment of dislocated wrist with manipulation,Moderate-High,0.6753805,Moderate-High
Partial removal of finger bone,High,0.68394244,Moderate-High
"Partial release of tissues of palm, open procedure",Moderate-High,0.5097209,Moderate-High
Suture of tendon below knee,Moderate-High,0.9084846,Moderate-High
Incision of upper thigh bone at hip joint,Moderate-High,0.6741007,Moderate-High
Anesthesia for open procedure on lower one-third of thigh bone,Moderate-High,0.6308588,Moderate-High
Anesthesia for removal of uterus including use of an endoscope,Moderate-High,0.677904,Moderate-High
Repair of thigh bone with insertion of rod,High,0.9813343,Moderate-High
Closed treatment of jaw temporomandibular joint (TMJ) dislocation,Moderate-Low,0.86319107,Moderate-High
"Stereotactic radiation treatment management of 1 or more lesions using imaging guidance, per treatment course",Moderate-High,0.965721,Moderate-High
Removal of corneal scar tissue,Moderate-High,0.4727431,Moderate-High
Repair of hernia using an endoscope,Moderate-High,0.64757603,Moderate-High
Repair of abdominal muscle herniation,Moderate-High,0.97245187,Moderate-High
Transplant of tendon and muscle rerouting at lower leg or ankle,High,0.9296331,Moderate-High
Partial removal of foot or heel bone,Moderate-High,0.89169186,Moderate-High
Relocation of conjunctival flap,Moderate-High,0.9769057,Moderate-High
Revision of eye fluid drainage shunt with graft,High,0.5574021,Moderate-High
"Removal of tumor and breast tissue, accessed beneath the skin",Moderate-Low,0.70591736,Moderate-High
Closed treatment of broken and dislocated forearm bones at elbow with manipulation,Moderate-High,0.9669689,Moderate-High
Anesthesia for X-ray procedure on brain vein,Moderate-High,0.57957613,Moderate-High
Re-amputation of remaining upper arm,Moderate-High,0.98589534,Moderate-High
Removal of blood clot in artery,High,0.545459,Moderate-High
Open treatment of shoulder dislocation,High,0.6388876,Moderate-High
Removal of abnormally thickened tissue in penis,Low,0.7559414,Moderate-High
Diagnostic insertion of small bowel tube and multiple specimen collection using imaging guidance,Low,0.7174928,Moderate-High
Repositioning of lens prosthesis,High,0.5088975,Moderate-High
"Insertion of hardware to broken ankle joint with manipulation, accessed through the skin",Moderate-Low,0.61195093,Moderate-High
"Exploration, drainage, or removal of foreign body of ankle",Moderate-High,0.8900959,Moderate-High
Repair of muscle group above knee joint,Moderate-High,0.8566422,Moderate-High
Mechanical separation of plasma and abnormal antibodies from blood,Very-Low,0.4345837,Moderate-High
"Repair through abdomen of vaginal wall defect, open procedure",Moderate-High,0.9154482,Moderate-High
Biopsy of thigh or knee region tissue,Moderate-Low,0.8169829,Moderate-High
Incision of tissue of front and/or lateral and rear muscle compartments of lower leg,High,0.9277663,Moderate-High
Removal or scraping of cyst or growth of thigh bone,Moderate-High,0.69038314,Moderate-High
Incision to straighten big toe bone with patient-derived bone graft,Moderate-High,0.9103053,Moderate-High
Removal of pressure sore,Moderate-High,0.9837563,Moderate-High
Tying incision and/or removal of varicose vein clusters of leg,Moderate-High,0.7703424,Moderate-High
Removal of congenital cyst or abnormal drainage tract into mouth,Moderate-High,0.43737355,Moderate-High
"Skin, mucus membrane and beneath the skin procedure",Low,0.7860926,Moderate-High
"Insertion of hardware to broken thumb with manipulation, accessed through the skin",Moderate-High,0.66044223,Moderate-High
Treatment of stricture in urinary duct (ureter) using an endoscope,Moderate-Low,0.7086103,Moderate-High
Opening in chest with release of lung lining,High,0.49579063,Moderate-High
Release of nerve between tissue and bone of foot,Moderate-Low,0.7839825,Moderate-High
Destruction and/or removal of kidney or urinary duct (ureter) growths using an endoscopy which is inserted through an already created urinary duct (ureter) opening,Moderate-High,0.57333386,Moderate-High
Suture of postsurgical abdominal wall opening,Moderate-High,0.33744106,Moderate-High
Removal of growth of finger or toe nerve,Moderate-Low,0.71425223,Moderate-High
"Removal of stimulator electrodes in upper stomach, open procedure",Moderate-High,0.8222163,Moderate-High
Suture of tendon below knee,Moderate-High,0.9084846,Moderate-High
"Release of sciatic nerve, open procedure",Moderate-High,0.4745078,Moderate-High
"Insertion of stent, removal of plaque and/or balloon dilation of coronary vessel, accessed through the skin",Moderate-High,0.86067545,Moderate-High
Treatment of stricture in urinary duct (ureter) using an endoscope,Moderate-Low,0.7086103,Moderate-High
Connection of gall bladder to bowel using an endoscope,Very-High,0.6593946,Moderate-High
Re-amputation of thigh through thigh bone,Moderate-High,0.93181896,Moderate-High
Suture of abdominal cavity tissue,High,0.3909901,Moderate-High
Closed treatment of dislocated hip prosthesis under anesthesia,Moderate-Low,0.9583846,Moderate-High
Removal of sperm duct growth,Moderate-High,0.6399787,Moderate-High
Anesthesia for removal of blood clot in artery behind knee,Moderate-Low,0.42950144,Moderate-High
Partial removal of thyroid lobe on one side of the neck plus the same operation on the opposite side of the neck including the tissue in between,Moderate-High,0.59667677,Moderate-High
Removal of pressure sore and bone at hip bone,Moderate-High,0.70341104,Moderate-High
Partial removal of chest bone,High,0.52202886,Moderate-High
Removal of multiple internal and external hemorrhoids,Moderate-High,0.6719045,Moderate-High
Closure of abnormal drainage tract from rectum into vagina,Moderate-High,0.65508264,Moderate-High
"Fusion of lower spine bones with removal of disc, posterior or posterolateral approach",Moderate-Low,0.4343121,Moderate-High
Removal of tissue overgrowth at teeth or tooth socket,Moderate-Low,0.9011233,Moderate-High
Closed treatment of finger tendon,Moderate-Low,0.8753755,Moderate-High
Preparation of one lung from a cadaver,Very-Low,0.8833253,Moderate-High
Incision or removal of nerve to tongue,High,0.46649867,Moderate-High
Removal (less than 3 centimeters) tissue growth of pelvis or hip,High,0.5278594,Moderate-High
Repair of leg tissue defect,Moderate-High,0.5632592,Moderate-High
Removal of iris and growth,Moderate-Low,0.5525135,Moderate-High
Repair of perforating laceration of cornea and/or sclera,High,0.6524523,Moderate-High
Exploration of urinary duct (ureter),Moderate-High,0.54049927,Moderate-High
Removal of posterior spinal instrumentation,Moderate-High,0.7189738,Moderate-High
Anesthesia for vaginal delivery,Moderate-Low,0.7337753,Moderate-High
Removal of growth of tendon covering at forearm and/or wrist,Moderate-High,0.5988221,Moderate-High
"Insertion of small bowel tube, open procedure",Moderate-High,0.5314995,Moderate-High
"Relocation of arm vein with connection to arm artery, open procedure",Moderate-High,0.6265492,Moderate-High
Lengthening of tendon of upper arm or elbow,High,0.84871507,Moderate-High
Removal of foreign body of thigh or knee,Moderate-High,0.8940531,Moderate-High
Preparation of donor pancreas for transplantation,Moderate-High,0.4229235,Moderate-High
"Fragmenting, aspiration, and removal of lens material",Moderate-High,0.73221904,Moderate-High
Adjustment or revision of external bone fixation system under anesthesia,Moderate-High,0.82166755,Moderate-High
Removal of nerve of foot muscle,Moderate-Low,0.56886595,Moderate-High
"Incision of hip tendons, open procedure",Moderate-High,0.8304346,Moderate-High
Insertion of needles or catheters into pelvic organs and/or genitals for radiation therapy,Moderate-High,0.84338367,Moderate-High
Repair of injured eye muscle or tendon,Moderate-High,0.7477347,Moderate-High
Anesthesia for X-ray procedure on brain vein,Moderate-High,0.57957613,Moderate-High
Removal of intact breast implant,Moderate-High,0.38229528,Moderate-High
Removal of salivary gland stone,Moderate-Low,0.53051686,Moderate-High
Closed treatment of growth plate or broken upper arm bone at elbow with manipulation,Moderate-High,0.62838775,Moderate-High
Removal (1.5 centimeters or greater) muscle growth of foot or toe,Moderate-High,0.89160174,Moderate-High
Musculoskeletal procedure on head,Low,0.50894964,Moderate-High
Partial removal of prostate gland,High,0.5938439,Moderate-High
Reconstruction of abnormal toe,Moderate-High,0.5176396,Moderate-High
"Insertion of stent, removal of plaque and/or balloon dilation of coronary vessel during heart attack, accessed through the skin",Moderate-High,0.89274246,Moderate-High
Incision of deep thigh tissue for graft,Moderate-Low,0.6297208,Moderate-High
Diagnostic examination of shoulder using an endoscope,Moderate-High,0.35109437,Moderate-High
Anesthesia for removal of uterus including use of an endoscope,Moderate-High,0.677904,Moderate-High
Incisions to cornea to correct astigmatism,Very-High,0.5538279,Moderate-High
Open treatment of broken finger or thumb,High,0.8105123,Moderate-High
Procedure for congenital bowel defect,Moderate-High,0.7474434,Moderate-High
Removal of rib,Moderate-High,0.6095733,Moderate-High
Anesthesia for open or endoscopic total shoulder joint replacement,Moderate-High,0.9784253,Moderate-High
Partial removal of lip,Moderate-High,0.8324636,Moderate-High
Removal of wrist prosthesis,Moderate-High,0.50561756,Moderate-High
Removal and replacement of infected non-inflatable penile prosthesis,High,0.4719612,Moderate-High
Removal of rectal growth,Very-High,0.34608558,Moderate-High
Lengthening of tendon of hand or finger,High,0.68323314,Moderate-High
Insertion or replacement of permanent pacemaker and lower chamber electrodes,Moderate-High,0.6290862,Moderate-High
Crushing of stone in urinary duct (ureter) using an endoscope,Moderate-High,0.83266073,Moderate-High
Partial removal of upper arm bone,High,0.5021426,Moderate-High
"Incision on one side of neck to transfer chest artery to neck artery plus endovascular procedure to repair chest aorta, open procedure",Moderate-High,0.91928893,Moderate-High
"Insertion of catheter into portal vein of liver, accessed through the skin",Moderate-Low,0.821433,Moderate-High
Insertion of internal hardware using an endoscope to treat a broken wrist,Moderate-High,0.7646915,Moderate-High
Repositioning of trapped groin hernia,Moderate-High,0.95483345,Moderate-High
Percutaneous insertion of small bowel tube (accessed through the skin) using fluoroscopic guidance with contrast,Moderate-Low,0.9912038,Moderate-High
Needle stereotactic and image-guided biopsy of prostate gland,Moderate-Low,0.9197044,Moderate-High
Repair of congenital bladder defect,Moderate-High,0.7434738,Moderate-High
Removal of tendon in hand or finger with rod insertion,High,0.9416733,Moderate-High
Open treatment of broken ankle,High,0.4920187,Moderate-High
Open treatment of broken ribs with insertion of hardware,Moderate-High,0.66009885,Moderate-High
Release of nerve at sole of foot,Moderate-High,0.9769067,Moderate-High
Removal of blood clot in artery,High,0.545459,Moderate-High
Removal of blood clot in underarm or upper chest vein,High,0.5881361,Moderate-High
Removal of growth of tendon covering or joint capsule of foot,Moderate-High,0.9854252,Moderate-High
Closed treatment of fracture of shin bone with traction,Moderate-High,0.65915924,Moderate-High
Revision of large bowel opening and scar tissue release,Moderate-Low,0.75953144,Moderate-High
Reconstruction of knee joint ligaments,High,0.7461726,Moderate-High
Injection of implant material in bladder using an endoscope,Moderate-Low,0.7549767,Moderate-High
Suture repair of turning-inward eyelid defect,Moderate-High,0.9833061,Moderate-High
"Dilation of bile ducts using an endoscope, accessed through the skin",Moderate-Low,0.84881496,Moderate-High
Lengthening of calf muscle,High,0.6091488,Moderate-High
Detachment of knee,Very-High,0.42183232,Moderate-High
Repair of abnormal drainage tract between two nasal sinuses,High,0.99625516,Moderate-High
Removal of multiple internal and external hemorrhoids with excision of abnormal anal drainage tract,Moderate-High,0.8108145,Moderate-High
"Excision of blood clot and/or infusion to dissolve blood clot in dialysis circuit and balloon dilation of dialysis segment, , accessed through the skin, with imaging including radiological supervision and interpretation",High,0.7188361,Moderate-High
"Laser destruction of retinal growth, 1 or more sessions",Moderate-Low,0.74372655,Moderate-High
"Removal of 1 or more breast growth, open procedure",Moderate-High,0.34338784,Moderate-High
"Insertion of hardware to growth plate or broken upper arm bone at elbow, accessed through the skin",Moderate-High,0.8425112,Moderate-High
Removal of cyst or growth of upper arm bone with donor bone graft,Moderate-High,0.7650778,Moderate-High
Vaginal removal of uterus (250 grams or less),Moderate-High,0.9890265,Moderate-High
Incision and exploration of wrist joint,Moderate-High,0.8846341,Moderate-High
Removal of lymph nodes behind abdominal cavity,High,0.5420756,Moderate-High
Suspension of small bowel using mesh or prosthesis,Moderate-High,0.77506703,Moderate-High
Removal of nerve of calf muscle,Moderate-High,0.3974126,Moderate-High
Anesthesia for procedure on mouth to repair palate deformity,Moderate-High,0.7050311,Moderate-High
"Balloon dilation of narrowed or blocked vein, accessed through the skin",Moderate-Low,0.9161152,Moderate-High
Removal of facial bones,Moderate-High,0.50248426,Moderate-High
Uterus procedure using an endoscope,High,0.4477208,Moderate-High
Exploration of ankle joint,Moderate-High,0.8046122,Moderate-High
Removal (5 centimeters or greater) muscle growth of back or flank,Moderate-High,0.68147135,Moderate-High
Drainage of abscess or blood accumulation at forearm and/or wrist,Moderate-High,0.59774905,Moderate-High
"Tissue transfer repair of wound (10.1 to 30.0 sq centimeters) of the scalp, arms, and/or legs",Moderate-High,0.9380899,Moderate-High
"Insertion of hardware to dislocated finger joint with manipulation, accessed through the skin",Moderate-High,0.63940114,Moderate-High
"Catheter removal of blood clot from dialysis graft, accessed through the skin",Moderate-Low,0.77357495,Moderate-High
Anesthesia for removal of prostate,Moderate-High,0.86644655,Moderate-High
Uterus procedure using an endoscope,High,0.4477208,Moderate-High
Removal of cyst at wrist,Moderate-High,0.6287027,Moderate-High
Removal of growth under nasal bone or cartilage,Moderate-High,0.9762765,Moderate-High
"Incision of artery in one groin for insertion of prosthesis, open procedure",Moderate-Low,0.8159115,Moderate-High
Biopsy of soft tissue of upper arm or elbow,Moderate-Low,0.60883725,Moderate-High
Removal of (3 centimeters or greater) tissue growth beneath the skin of neck or front of chest,Moderate-High,0.81019354,Moderate-High
Open treatment of broken eye socket bone,High,0.67030257,Moderate-High
Partial removal of toe joint,Moderate-High,0.6600603,Moderate-High
"Removal of vena cava filter by endovascular approach, including radiological supervision and interpretation",Moderate-High,0.96965885,Moderate-High
Insertion of catheter into chest or arm artery,Moderate-Low,0.5652431,Moderate-High
Removal (1.5 centimeters or greater) tissue growth beneath the skin of foot or toe,Moderate-High,0.84884983,Moderate-High
Partial removal of lung lining for lung expansion,High,0.81201893,Moderate-High
Suture of ruptured muscle of thigh,Moderate-High,0.6926387,Moderate-High
Replacement or irrigation of brain fluid drainage shunt catheter,Moderate-High,0.7142568,Moderate-High
Repair of lacerated cornea and/or sclera,Moderate-Low,0.50882983,Moderate-High
Total removal of thyroid lobe on one side of the neck,Moderate-High,0.94502854,Moderate-High
Severing of shoulder tendon to repair contracture,High,0.7693328,Moderate-High
Vaginal removal of uterus (250 grams or less),Moderate-High,0.9890265,Moderate-High
Tendon graft,Moderate-High,0.48172286,Moderate-High
Excision of corneal tissue to correct astigmatism,Very-High,0.8931119,Moderate-High
Mechanical separation of white blood cells and platelets from blood,Moderate-High,0.94410586,Moderate-High
Repair of herniated rectum into vaginal wall,Moderate-High,0.9204331,Moderate-High
Realignment of eye with repair of detached eye muscles,Moderate-Low,0.6111093,Moderate-High
Repair of finger tendon,High,0.6397856,Moderate-High
Removal of protrusion sclera or cornea with graft,Moderate-High,0.7957181,Moderate-High
Repair of non-healed foot bone,High,0.78011656,Moderate-High
Revision of opening from urinary tract to skin,Moderate-High,0.8342417,Moderate-High
Anesthesia for vaginal delivery,Moderate-Low,0.7337753,Moderate-High
Anterior (front) eye procedure,High,0.6621299,Moderate-High
"Biopsy of bone, open procedure",Moderate-High,0.50587004,Moderate-High
"Balloon catheter opening of major lung artery (pulmonary), accessed through the skin",Moderate-Low,0.61107,Moderate-High
"Skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes (first 25 sq centimeters or less)",Moderate-High,0.563533,Moderate-High
Creation of opening of windpipe and with insertion of speech prosthesis,Moderate-High,0.8693579,Moderate-High
Insertion of testicular prosthesis,Moderate-High,0.39125338,Moderate-High
"Closure of abnormal drainage tract from bladder canal (urethra) to skin, male",High,0.97641605,Moderate-High
Middle ear exploration,Moderate-High,0.56448925,Moderate-High
Destruction of rectal growth,Moderate-Low,0.26998153,Moderate-High
"Tying of varicosed veins in one leg, open procedure",Moderate-High,0.95433277,Moderate-High
Leg or ankle procedure,Moderate-High,0.77888906,Moderate-High
Repair of turning-inward eyelid defect,Moderate-High,0.9826613,Moderate-High
"Diagnostic examination of the wrist using an endoscope for infection, irrigation, and drainage",Moderate-High,0.4384794,Moderate-High
"Insertion of hardware to broken foot bone with manipulation, accessed through the skin",Moderate-Low,0.671669,Moderate-High
Closed treatment of finger tendon,Moderate-Low,0.8753755,Moderate-High
"Insertion of hardware broken bone of forearm at wrist, accessed through the skin",Moderate-High,0.46002012,Moderate-High
Anesthesia for X-ray procedure on liver vein,Moderate-High,0.56631756,Moderate-High
Release of muscles of palm,Moderate-High,0.6834645,Moderate-High
Open treatment of broken thigh bone,High,0.828981,Moderate-High
Incision of nasal sinus,Moderate-High,0.555026,Moderate-High
Biopsy of tear sac of the eye,Moderate-High,0.726249,Moderate-High
Repair through the vagina of vaginal wall defect,Moderate-High,0.95784,Moderate-High
Closed treatment of broken ankle with manipulation,Moderate-Low,0.7532841,Moderate-High
Anesthesia for partial removal of rib,Moderate-High,0.5001361,Moderate-High
"Injections of both sides of sacrum for enlargement, 2 or more needles, accessed through the skin",High,0.9529173,Moderate-High
Incision of nasal sinus,Moderate-High,0.555026,Moderate-High
Blocking of uterine tubes by device using an endoscope,High,0.8762398,Moderate-High
Transfer of tendon,Moderate-High,0.9339637,Moderate-High
Removal of lymph nodes from chin to thyroid cartilage,Moderate-High,0.85784006,Moderate-High
Removal of scar tissue in eye,Moderate-High,0.48270285,Moderate-High
"Exploration, biopsy, or removal of loose or foreign body of knee",Moderate-High,0.90209883,Moderate-High
Insertion of eye fluid drainage tube,Moderate-Low,0.42241296,Moderate-High
Removal of pouch of female bladder canal (urethra),Moderate-High,0.8927053,Moderate-High
Revision or removal of brain neurostimulator electrodes,Very-High,0.939481,Moderate-High
Removal of defect in wall of esophagus,Moderate-High,0.6648021,Moderate-High
Repair of anal muscle and abnormal anal drainage tract,Moderate-High,0.93227077,Moderate-High
"Preparation of donor kidney for transplantation, open or endoscopic procedure",Moderate-Low,0.83329123,Moderate-High
Removal of multiple internal and external hemorrhoids with repair of abnormal anal drainage tract,Moderate-High,0.7712507,Moderate-High
Repair of trapped groin hernia patient age 5 years or older,Moderate-High,0.62641054,Moderate-High
Repair of protruding ear,High,0.55837417,Moderate-High
"Partial release of tissues of palm, open procedure",Moderate-High,0.5097209,Moderate-High
Removal of cataract with insertion of lens,Moderate-High,0.932697,Moderate-High
Removal of additional excessive skin and tissue beneath the skin of abdomen,Moderate-High,0.44425976,Moderate-High
Open treatment of dislocation of joint between collar and chest bones,Moderate-High,0.8685843,Moderate-High
Drainage or removal of foreign body of wrist joint,Moderate-High,0.686618,Moderate-High
Removal (less than 1.5 centimeters) muscle growth of hand or finger,Moderate-High,0.95914,Moderate-High
"Incision, removal, or repair of abnormal drainage tract from bladder into bowel",Moderate-High,0.4743265,Moderate-High
Removal of (less than 5 centimeters) muscle growth of neck or front of chest,Moderate-High,0.77665776,Moderate-High
Removal of spine bone growth,Very-High,0.930349,Moderate-High
Removal of fluid accumulation in sperm reservoir,Moderate-High,0.71002567,Moderate-High
"Exploration of neck for postsurgical bleeding, blood clot, or infection",Moderate-High,0.48522294,Moderate-High
Partial removal of toe bone joints,Moderate-High,0.9504755,Moderate-High
Combined multiple vein and artery heart artery bypasses,Moderate-High,0.66662467,Moderate-High
"Skin graft at trunk, arms, or legs (first 100 sq cm or less, or 1% body area of infants and children)",Moderate-High,0.96886295,Moderate-High
Drainage of anal abscess,Moderate-Low,0.51197207,Moderate-High
Removal or scraping of bone cyst or growth of heel bone with donor bone graft,Moderate-High,0.44228923,Moderate-High
Removal of remaining cervix with repair of herniated bowel into vaginal wall,Moderate-High,0.80522686,Moderate-High
Massage of heart muscle through chest cavity,Very-High,0.6669861,Moderate-High
Closed treatment of broken wrist bone with manipulation,Moderate-High,0.5505659,Moderate-High
Anesthesia for closed diagnostic examination of chest using an endoscope,Moderate-Low,0.94626236,Moderate-High
Biopsy and/or removal of polyp of the uterus using an endoscope,Moderate-High,0.71857494,Moderate-High
"Incision, removal, or repair of abnormal drainage tract from bladder into bowel",Moderate-High,0.4743265,Moderate-High
Anesthesia for tying of major vein in lower abdomen,Moderate-Low,0.9935915,Moderate-High
Percutaneous insertion of small bowel tube (accessed through the skin) using fluoroscopic guidance with contrast,Moderate-Low,0.9912038,Moderate-High
"Incision of elbow with exploration, drainage, or removal of foreign body",Moderate-High,0.87354434,Moderate-High
Removal of blood clot in neck vein,Moderate-High,0.80738515,Moderate-High
Manipulation of spine under anesthesia,Moderate-Low,0.81417453,Moderate-High
Suture of spermatic veins to stop abnormal fluid collection using an endoscope,Moderate-Low,0.9085467,Moderate-High
Repair of blood vessel of arm,High,0.80372256,Moderate-High
Insertion of radiation therapy devices in uterus for radiation therapy,Moderate-Low,0.6444004,Moderate-High
Insertion of brain drainage catheter or fluid pressure recording or monitoring device,Moderate-High,0.83577156,Moderate-High
"Release of ligaments of knee joint, open procedure",High,0.524894,Moderate-High
Removal of fluid accumulation in one spermatic cord,Moderate-High,0.8024482,Moderate-High
"Balloon dilation of artery, accessed through the skin or by open procedure, with imaging including radiological supervision and interpretation",Moderate-Low,0.7471205,Moderate-High
Removal of congenital skin and tissue cyst,Low,0.3686987,Moderate-High
Suture of bladder canal (urethra) wound or injury,Moderate-High,0.5674606,Moderate-High
Removal or destruction of growth of tongue lymph node,Moderate-Low,0.90072066,Moderate-High
Removal of scar tissue of tendon of forearm and/or wrist,Moderate-High,0.50788254,Moderate-High
Open treatment of broken eye socket bone,High,0.67030257,Moderate-High
Amputation of both lower leg bones,Moderate-High,0.6537297,Moderate-High
Open treatment of broken upper arm bone at shoulder joint,High,0.8359775,Moderate-High
Neck or chest procedure,Moderate-High,0.45507374,Moderate-High
