description,y_pred,y_conf,y_true
"Repair of wound (12.6 to 20.0 centimeters) of the scalp, neck, underarms, genitals, trunk, arms and/or legs",Moderate-Low,0.88478935,Moderate-Low
Closed treatment of broken thigh bone,Moderate-Low,0.5381344,Moderate-Low
Anesthesia for open incision of elbow to shoulder tendon,Moderate-Low,0.8397885,Moderate-Low
Removal of foreign body in scrotal sac of testicle,Moderate-Low,0.79881227,Moderate-Low
Removal of remaining cervix,Moderate-Low,0.63818175,Moderate-Low
Biopsy of cervix using an endoscope,Moderate-Low,0.95620155,Moderate-Low
Anesthesia for procedure to create holes in skull including X-ray imaging,Moderate-High,0.73552454,Moderate-High
Repair of hernia between abdominal muscles,Moderate-High,0.8949953,Moderate-High
Reconstruction of up to two-thirds of the eyelid by transfer of opposite eyelid tissue,Moderate-High,0.88390344,Moderate-High
"Suture of bladder canal (urethra) wound or injury, female",Moderate-High,0.60137975,Moderate-High
Insertion of tube open procedure for external blood circulation in heart and lungs using a pump patient 6 years and older,Moderate-Low,0.4976242,Moderate-High
Anesthesia for open or endoscopic total knee joint replacement,Moderate-High,0.9722002,Moderate-High
Anchoring of tendon to third joint of finger,Moderate-High,0.5099473,Moderate-High
Removal (less than 5 centimeters) muscle growth in abdominal wall,Moderate-High,0.835267,Moderate-High
"Exploration, drainage, or removal of foreign body of hand joint",Moderate-Low,0.47992203,Moderate-High
Anesthesia for X-ray procedure on chest or neck vein,Moderate-High,0.9283106,Moderate-High
Kidney biopsy using an endoscope,Moderate-Low,0.98392594,Moderate-High
Removal of abnormally thickened tissue in penis with greater than 5 centimeter graft,High,0.9029607,Moderate-High
Removal (less than 3 centimeters) tissue growth beneath the skin at forearm and/or wrist,Moderate-High,0.8701747,Moderate-High
Removal of growth of tendon covering at forearm and/or wrist,Moderate-High,0.922185,Moderate-High
Open treatment of broken forearm bone,Moderate-High,0.49604976,Moderate-High
Re-amputation of leg,Moderate-High,0.8747537,Moderate-High
Casting or strapping procedure,Low,0.94969493,Moderate-High
Biopsy and/or destruction of growth of urinary duct (ureter) or kidney using an endoscope,Moderate-Low,0.8364352,Moderate-High
Removal of knee cartilage,High,0.9488769,Moderate-High
Insertion of stent into bile duct,Moderate-High,0.806136,Moderate-High
Removal of up to one-fourth of the eyelid involving lid margin,Moderate-High,0.95500964,Moderate-High
Removal of scar tissue in eye,Moderate-Low,0.83920556,Moderate-High
"Biopsy or removal of lymph nodes of neck, open procedure",Moderate-Low,0.77041715,Moderate-High
Upper jaw and facial prosthesis procedure,Moderate-High,0.8571886,Moderate-High
Insertion of lower heart chamber blood flow assist device through the skin including radiological supervision and interpretation,Moderate-Low,0.55132544,Moderate-High
Removal of stone from upper urinary duct (ureter),Moderate-High,0.69331414,Moderate-High
"Removal of blood clot in vena cava, pelvic or thigh artery",High,0.97315264,Moderate-High
Open treatment of broken eye socket bone,Moderate-High,0.92667514,Moderate-High
Removal of tear-producing gland,Moderate-High,0.5527851,Moderate-High
Removal of bone cyst or growth of hip or pelvic bone,Moderate-High,0.7631618,Moderate-High
Incision of nasal sinus of one side of face,Moderate-High,0.85426307,Moderate-High
Insertion of catheters into main and accessory arteries of both kidneys for imaging including radiological supervision and interpretation,Moderate-High,0.8589301,Moderate-High
Removal of wedge of lip tissue,Moderate-High,0.8902261,Moderate-High
Incision of tissue on one side of pelvic muscle compartment with removal of muscle,High,0.48984578,Moderate-High
Removal of hand or finger joint capsule,High,0.9562214,Moderate-High
Removal of brain and spinal fluid shunt system,Moderate-High,0.83869475,Moderate-High
Open treatment of broken finger or thumb,High,0.54289055,Moderate-High
Removal of spermatic cord venous dilation or tying of spermatic veins,Moderate-High,0.6107352,Moderate-High
Removal of pressure sore at sacrum with skin graft,Moderate-High,0.76754814,Moderate-High
Partial removal of hand bone,High,0.9467601,Moderate-High
Implantation or replacement of neurostimulator electrodes in upper stomach using an endoscope,Moderate-High,0.8287996,Moderate-High
Removal of fibrous nerve growth from between toes,Moderate-High,0.89506346,Moderate-High
Release of multiple tendons of leg and/or ankle,Moderate-Low,0.5476045,Moderate-High
Repair of abnormal artery-vein connection in arms or legs,Moderate-High,0.75275344,Moderate-High
Anesthesia for labor during planned vaginal delivery,Moderate-High,0.84520644,Moderate-High
Incisional removal of eyelashes with graft,Moderate-Low,0.7925643,Moderate-High
Replacement of aortic valve with prosthetic valve on heart-lung machine,Very-High,0.46555218,Moderate-High
"Incision of hip tendons, open procedure",Moderate-High,0.892364,Moderate-High
Lymph node procedure using an endoscope,Moderate-High,0.7162414,Moderate-High
Destruction of trigeminal (facial) nerve branch,Moderate-High,0.9365919,Moderate-High
Repair of injured eye muscle or tendon,Moderate-High,0.70188516,Moderate-High
Destruction of tissue encircling lens using en endoscope,Moderate-Low,0.3770377,Moderate-High
Connection of gall bladder to bowel using an endoscope,Moderate-Low,0.9499875,Moderate-High
Open treatment of broken eye socket bone,Moderate-High,0.92667514,Moderate-High
Repair of components of a multi-component inflatable penile prosthesis,High,0.9603958,Moderate-High
Application of cranial halo device (stabilization device for skull),Moderate-High,0.5304194,Moderate-High
Removal or revision of sling around bladder canal (urethra) to control leakage,Moderate-High,0.8491099,Moderate-High
Removal of cyst or thyroid gland drainage tract,Moderate-High,0.54447246,Moderate-High
Insertion of device beneath the skin for continuous infusion in brain,Moderate-Low,0.8815401,Moderate-High
"Removal of plaque of major coronary artery or branch, accessed through the skin",Moderate-High,0.9271237,Moderate-High
Repair of finger joint,High,0.96671563,Moderate-High
Repair of herniated bladder into vaginal wall,Moderate-High,0.95085144,Moderate-High
Incision of nasal sinus using an endoscope,High,0.5747035,Moderate-High
Removal of growth of sclera,Moderate-High,0.91927797,Moderate-High
Incision or removal of nerve to forehead scalp and upper eyelid,Moderate-High,0.6626801,Moderate-High
Removal of cyst or thyroid gland drainage tract,Moderate-High,0.54447246,Moderate-High
Insertion of catheter into abdominal pelvic or leg artery,Moderate-Low,0.6017065,Moderate-High
Incision of bone of thigh or knee,Moderate-High,0.8175169,Moderate-High
Removal of pressure sore and bone at sacrum,High,0.9078802,Moderate-High
Exploration of sperm reservoir,Moderate-Low,0.92014885,Moderate-High
Anterior (front) eye procedure,High,0.7696091,Moderate-High
Stereotactic treatment of brain growth,Very-High,0.80174905,Moderate-High
Destruction of large bowel growths using an endoscope which is inserted through abdominal opening,Moderate-Low,0.9475792,Moderate-High
Anchoring of tendon to third joint of finger,Moderate-High,0.5099473,Moderate-High
Removal of small bone underlying long bone of foot at toe joint,Moderate-High,0.9415708,Moderate-High
Anesthesia for procedure on salivary gland with biopsy,Moderate-High,0.8469182,Moderate-High
Repair of eardrum,High,0.97145396,Moderate-High
Removal (3 centimeters or greater) tissue growth beneath the skin in abdominal wall,Moderate-High,0.8313564,Moderate-High
Opening in chest with biopsy of fluid collection in one lung,Moderate-Low,0.5577236,Moderate-High
Incision of to repair shoulder joint area,High,0.67073065,Moderate-High
Incision or removal of spinal nerve,Moderate-High,0.68175524,Moderate-High
Insertion of catheter into artery on one side of neck for diagnosis or treatment including radiological supervision and interpretation,High,0.36498412,Moderate-High
Injection or implant of synthetic material into bladder and/or bladder canal (urethra) using an endoscope,Moderate-Low,0.79490215,Moderate-High
Repair of penis,High,0.66654813,Moderate-High
Removal of dead upper arm bone,Moderate-High,0.96788454,Moderate-High
Tying of perforator veins in leg muscles using an endoscope,Moderate-Low,0.8117901,Moderate-High
"Suture of bladder canal (urethra) wound or injury, prostate",Moderate-High,0.78721035,Moderate-High
Insertion of device beneath the skin for continuous infusion in brain,Moderate-Low,0.8815401,Moderate-High
Removal or scraping of skin on nose,Moderate-High,0.8700851,Moderate-High
Closure of congenital heart defect from pulmonary (lung) artery to aorta via catheter accessed through the skin,High,0.9312772,Moderate-High
Anesthesia for closed diagnostic examination of chest using an endoscope with 1 lung ventilation,Moderate-Low,0.76721525,Moderate-High
Removal of multiple internal and external hemorrhoids,Moderate-High,0.5410453,Moderate-High
Closed treatment of dislocated wrist with manipulation,Moderate-Low,0.8812031,Moderate-High
Partial removal of finger bone,Moderate-High,0.9563315,Moderate-High
"Partial release of tissues of palm, open procedure",Moderate-High,0.787448,Moderate-High
Suture of tendon below knee,Moderate-High,0.97923374,Moderate-High
Incision of upper thigh bone at hip joint,High,0.5779466,Moderate-High
Anesthesia for open procedure on lower one-third of thigh bone,Moderate-High,0.8823271,Moderate-High
Anesthesia for removal of uterus including use of an endoscope,High,0.68264496,Moderate-High
Repair of thigh bone with insertion of rod,High,0.6929813,Moderate-High
Closed treatment of jaw temporomandibular joint (TMJ) dislocation,Moderate-Low,0.9182054,Moderate-High
"Stereotactic radiation treatment management of 1 or more lesions using imaging guidance, per treatment course",Moderate-High,0.76955605,Moderate-High
Removal of corneal scar tissue,Moderate-High,0.6815592,Moderate-High
Repair of hernia using an endoscope,Moderate-High,0.52518135,Moderate-High
Repair of abdominal muscle herniation,Moderate-High,0.89744693,Moderate-High
Transplant of tendon and muscle rerouting at lower leg or ankle,High,0.6595158,Moderate-High
Partial removal of foot or heel bone,Moderate-High,0.9755508,Moderate-High
Relocation of conjunctival flap,Moderate-High,0.9457914,Moderate-High
Revision of eye fluid drainage shunt with graft,High,0.97749203,Moderate-High
"Removal of tumor and breast tissue, accessed beneath the skin",Moderate-High,0.5516948,Moderate-High
Closed treatment of broken and dislocated forearm bones at elbow with manipulation,Moderate-High,0.5709617,Moderate-High
Anesthesia for X-ray procedure on brain vein,Moderate-High,0.92843693,Moderate-High
Re-amputation of remaining upper arm,Low,0.55696946,Moderate-High
Removal of blood clot in artery,Moderate-High,0.8117983,Moderate-High
Open treatment of shoulder dislocation,Moderate-High,0.9388851,Moderate-High
Removal of abnormally thickened tissue in penis,High,0.62659514,Moderate-High
Diagnostic insertion of small bowel tube and multiple specimen collection using imaging guidance,Low,0.9555893,Moderate-High
Repositioning of lens prosthesis,Moderate-High,0.7315722,Moderate-High
"Insertion of hardware to broken ankle joint with manipulation, accessed through the skin",Moderate-Low,0.83653295,Moderate-High
"Exploration, drainage, or removal of foreign body of ankle",Moderate-High,0.63336945,Moderate-High
Repair of muscle group above knee joint,Moderate-High,0.9125551,Moderate-High
Mechanical separation of plasma and abnormal antibodies from blood,Low,0.63463557,Moderate-High
"Repair through abdomen of vaginal wall defect, open procedure",Moderate-High,0.89421725,Moderate-High
Biopsy of thigh or knee region tissue,Moderate-Low,0.9721896,Moderate-High
Incision of tissue of front and/or lateral and rear muscle compartments of lower leg,High,0.60253656,Moderate-High
Removal or scraping of cyst or growth of thigh bone,Moderate-High,0.6089263,Moderate-High
Incision to straighten big toe bone with patient-derived bone graft,Moderate-High,0.83814853,Moderate-High
Removal of pressure sore,Moderate-High,0.981389,Moderate-High
Tying incision and/or removal of varicose vein clusters of leg,Moderate-High,0.777932,Moderate-High
Removal of congenital cyst or abnormal drainage tract into mouth,Moderate-High,0.74791855,Moderate-High
"Skin, mucus membrane and beneath the skin procedure",Moderate-Low,0.88060445,Moderate-High
"Insertion of hardware to broken thumb with manipulation, accessed through the skin",Moderate-High,0.67123795,Moderate-High
Treatment of stricture in urinary duct (ureter) using an endoscope,Moderate-Low,0.9721182,Moderate-High
Opening in chest with release of lung lining,Moderate-High,0.85645336,Moderate-High
Release of nerve between tissue and bone of foot,Low,0.32997382,Moderate-High
Destruction and/or removal of kidney or urinary duct (ureter) growths using an endoscopy which is inserted through an already created urinary duct (ureter) opening,Moderate-High,0.571252,Moderate-High
Suture of postsurgical abdominal wall opening,Low,0.47874624,Moderate-High
Removal of growth of finger or toe nerve,Low,0.7847357,Moderate-High
"Removal of stimulator electrodes in upper stomach, open procedure",Moderate-High,0.7758125,Moderate-High
Suture of tendon below knee,Moderate-High,0.97923374,Moderate-High
"Release of sciatic nerve, open procedure",Moderate-High,0.7042896,Moderate-High
"Insertion of stent, removal of plaque and/or balloon dilation of coronary vessel, accessed through the skin",Moderate-High,0.8204987,Moderate-High
Treatment of stricture in urinary duct (ureter) using an endoscope,Moderate-Low,0.9721182,Moderate-High
Connection of gall bladder to bowel using an endoscope,Moderate-Low,0.9499875,Moderate-High
Re-amputation of thigh through thigh bone,Moderate-High,0.9502196,Moderate-High
Suture of abdominal cavity tissue,Moderate-High,0.74243075,Moderate-High
Closed treatment of dislocated hip prosthesis under anesthesia,Moderate-High,0.78822136,Moderate-High
Removal of sperm duct growth,Moderate-High,0.6816825,Moderate-High
Anesthesia for removal of blood clot in artery behind knee,Moderate-High,0.58436006,Moderate-High
Partial removal of thyroid lobe on one side of the neck plus the same operation on the opposite side of the neck including the tissue in between,Low,0.33353686,Moderate-High
Removal of pressure sore and bone at hip bone,Moderate-High,0.8463829,Moderate-High
Partial removal of chest bone,Moderate-High,0.7981873,Moderate-High
Removal of multiple internal and external hemorrhoids,Moderate-High,0.5410453,Moderate-High
Closure of abnormal drainage tract from rectum into vagina,Moderate-High,0.5814737,Moderate-High
"Fusion of lower spine bones with removal of disc, posterior or posterolateral approach",Moderate-High,0.63035786,Moderate-High
Removal of tissue overgrowth at teeth or tooth socket,Moderate-Low,0.94502574,Moderate-High
Closed treatment of finger tendon,Moderate-Low,0.79593474,Moderate-High
Preparation of one lung from a cadaver,Low,0.38161555,Moderate-High
Incision or removal of nerve to tongue,Moderate-Low,0.92890286,Moderate-High
Removal (less than 3 centimeters) tissue growth of pelvis or hip,Moderate-High,0.66311616,Moderate-High
Repair of leg tissue defect,Moderate-High,0.9278124,Moderate-High
Removal of iris and growth,Moderate-High,0.75452024,Moderate-High
Repair of perforating laceration of cornea and/or sclera,High,0.9593084,Moderate-High
Exploration of urinary duct (ureter),Moderate-High,0.78783804,Moderate-High
Removal of posterior spinal instrumentation,Moderate-High,0.9074891,Moderate-High
Anesthesia for vaginal delivery,Moderate-Low,0.6807477,Moderate-High
Removal of growth of tendon covering at forearm and/or wrist,Moderate-High,0.922185,Moderate-High
"Insertion of small bowel tube, open procedure",Moderate-High,0.61765814,Moderate-High
"Relocation of arm vein with connection to arm artery, open procedure",High,0.5272657,Moderate-High
Lengthening of tendon of upper arm or elbow,High,0.9534626,Moderate-High
Removal of foreign body of thigh or knee,Moderate-High,0.7247438,Moderate-High
Preparation of donor pancreas for transplantation,Moderate-Low,0.8854379,Moderate-High
"Fragmenting, aspiration, and removal of lens material",High,0.8032499,Moderate-High
Adjustment or revision of external bone fixation system under anesthesia,Moderate-Low,0.9028926,Moderate-High
Removal of nerve of foot muscle,High,0.45050555,Moderate-High
"Incision of hip tendons, open procedure",Moderate-High,0.892364,Moderate-High
Insertion of needles or catheters into pelvic organs and/or genitals for radiation therapy,Moderate-Low,0.4907901,Moderate-High
Repair of injured eye muscle or tendon,Moderate-High,0.70188516,Moderate-High
Anesthesia for X-ray procedure on brain vein,Moderate-High,0.92843693,Moderate-High
Removal of intact breast implant,Moderate-High,0.8519507,Moderate-High
Removal of salivary gland stone,Moderate-Low,0.95413935,Moderate-High
Closed treatment of growth plate or broken upper arm bone at elbow with manipulation,Moderate-High,0.67699355,Moderate-High
Removal (1.5 centimeters or greater) muscle growth of foot or toe,Moderate-High,0.96097255,Moderate-High
Musculoskeletal procedure on head,Moderate-High,0.5332551,Moderate-High
Partial removal of prostate gland,Moderate-High,0.7001936,Moderate-High
Reconstruction of abnormal toe,Very-High,0.5120249,Moderate-High
"Insertion of stent, removal of plaque and/or balloon dilation of coronary vessel during heart attack, accessed through the skin",Moderate-High,0.8178089,Moderate-High
Incision of deep thigh tissue for graft,Moderate-Low,0.59631544,Moderate-High
Diagnostic examination of shoulder using an endoscope,Moderate-High,0.7344996,Moderate-High
Anesthesia for removal of uterus including use of an endoscope,High,0.68264496,Moderate-High
Incisions to cornea to correct astigmatism,Low,0.60598356,Moderate-High
Open treatment of broken finger or thumb,High,0.54289055,Moderate-High
Procedure for congenital bowel defect,Moderate-High,0.70248467,Moderate-High
Removal of rib,Moderate-High,0.87388927,Moderate-High
Anesthesia for open or endoscopic total shoulder joint replacement,Moderate-High,0.96620953,Moderate-High
Partial removal of lip,Moderate-High,0.67581034,Moderate-High
Removal of wrist prosthesis,Moderate-High,0.986129,Moderate-High
Removal and replacement of infected non-inflatable penile prosthesis,Moderate-High,0.58620775,Moderate-High
Removal of rectal growth,Moderate-High,0.88400656,Moderate-High
Lengthening of tendon of hand or finger,Moderate-High,0.84764934,Moderate-High
Insertion or replacement of permanent pacemaker and lower chamber electrodes,Moderate-High,0.85725397,Moderate-High
Crushing of stone in urinary duct (ureter) using an endoscope,Moderate-High,0.6770115,Moderate-High
Partial removal of upper arm bone,Moderate-High,0.83005494,Moderate-High
"Incision on one side of neck to transfer chest artery to neck artery plus endovascular procedure to repair chest aorta, open procedure",Moderate-High,0.70518255,Moderate-High
"Insertion of catheter into portal vein of liver, accessed through the skin",Moderate-High,0.524182,Moderate-High
Insertion of internal hardware using an endoscope to treat a broken wrist,Moderate-High,0.71176016,Moderate-High
Repositioning of trapped groin hernia,Moderate-High,0.9932172,Moderate-High
Percutaneous insertion of small bowel tube (accessed through the skin) using fluoroscopic guidance with contrast,Moderate-Low,0.8655581,Moderate-High
Needle stereotactic and image-guided biopsy of prostate gland,Moderate-Low,0.5000034,Moderate-High
Repair of congenital bladder defect,Moderate-High,0.8059319,Moderate-High
Removal of tendon in hand or finger with rod insertion,Moderate-High,0.7980551,Moderate-High
Open treatment of broken ankle,Moderate-High,0.7002024,Moderate-High
Open treatment of broken ribs with insertion of hardware,High,0.4639721,Moderate-High
Release of nerve at sole of foot,High,0.6112854,Moderate-High
Removal of blood clot in artery,Moderate-High,0.8117983,Moderate-High
Removal of blood clot in underarm or upper chest vein,Moderate-High,0.9526442,Moderate-High
Removal of growth of tendon covering or joint capsule of foot,Moderate-High,0.9589685,Moderate-High
Closed treatment of fracture of shin bone with traction,Moderate-High,0.73502886,Moderate-High
Revision of large bowel opening and scar tissue release,Moderate-High,0.7790813,Moderate-High
Reconstruction of knee joint ligaments,High,0.77183235,Moderate-High
Injection of implant material in bladder using an endoscope,Moderate-Low,0.501213,Moderate-High
Suture repair of turning-inward eyelid defect,Moderate-High,0.854666,Moderate-High
"Dilation of bile ducts using an endoscope, accessed through the skin",Moderate-Low,0.9820333,Moderate-High
Lengthening of calf muscle,Moderate-High,0.76348895,Moderate-High
Detachment of knee,Moderate-High,0.75555557,Moderate-High
Repair of abnormal drainage tract between two nasal sinuses,High,0.74533087,Moderate-High
Removal of multiple internal and external hemorrhoids with excision of abnormal anal drainage tract,Moderate-High,0.8689669,Moderate-High
"Excision of blood clot and/or infusion to dissolve blood clot in dialysis circuit and balloon dilation of dialysis segment, , accessed through the skin, with imaging including radiological supervision and interpretation",High,0.8846362,Moderate-High
"Laser destruction of retinal growth, 1 or more sessions",Moderate-Low,0.55950177,Moderate-High
"Removal of 1 or more breast growth, open procedure",High,0.5883144,Moderate-High
"Insertion of hardware to growth plate or broken upper arm bone at elbow, accessed through the skin",Moderate-High,0.8112485,Moderate-High
Removal of cyst or growth of upper arm bone with donor bone graft,Moderate-High,0.6943622,Moderate-High
Vaginal removal of uterus (250 grams or less),Moderate-High,0.95851415,Moderate-High
Incision and exploration of wrist joint,Moderate-High,0.9638288,Moderate-High
Removal of lymph nodes behind abdominal cavity,Moderate-High,0.9116498,Moderate-High
Suspension of small bowel using mesh or prosthesis,Moderate-High,0.8841329,Moderate-High
Removal of nerve of calf muscle,High,0.9552971,Moderate-High
Anesthesia for procedure on mouth to repair palate deformity,Moderate-High,0.7608613,Moderate-High
"Balloon dilation of narrowed or blocked vein, accessed through the skin",Moderate-Low,0.63499093,Moderate-High
Removal of facial bones,Moderate-High,0.98592806,Moderate-High
Uterus procedure using an endoscope,High,0.85354495,Moderate-High
Exploration of ankle joint,Moderate-High,0.98156273,Moderate-High
Removal (5 centimeters or greater) muscle growth of back or flank,High,0.7784433,Moderate-High
Drainage of abscess or blood accumulation at forearm and/or wrist,Moderate-High,0.69662434,Moderate-High
"Tissue transfer repair of wound (10.1 to 30.0 sq centimeters) of the scalp, arms, and/or legs",Moderate-High,0.89930123,Moderate-High
"Insertion of hardware to dislocated finger joint with manipulation, accessed through the skin",Moderate-Low,0.54789084,Moderate-High
"Catheter removal of blood clot from dialysis graft, accessed through the skin",Moderate-Low,0.5521296,Moderate-High
Anesthesia for removal of prostate,Moderate-High,0.94110733,Moderate-High
Uterus procedure using an endoscope,High,0.85354495,Moderate-High
Removal of cyst at wrist,Moderate-High,0.9764935,Moderate-High
Removal of growth under nasal bone or cartilage,Moderate-High,0.84422874,Moderate-High
"Incision of artery in one groin for insertion of prosthesis, open procedure",Moderate-Low,0.4682936,Moderate-High
Biopsy of soft tissue of upper arm or elbow,Moderate-High,0.57132024,Moderate-High
Removal of (3 centimeters or greater) tissue growth beneath the skin of neck or front of chest,Moderate-High,0.8726723,Moderate-High
Open treatment of broken eye socket bone,Moderate-High,0.92667514,Moderate-High
Partial removal of toe joint,Moderate-High,0.83972186,Moderate-High
"Removal of vena cava filter by endovascular approach, including radiological supervision and interpretation",Moderate-High,0.9265333,Moderate-High
Insertion of catheter into chest or arm artery,Moderate-Low,0.8702733,Moderate-High
Removal (1.5 centimeters or greater) tissue growth beneath the skin of foot or toe,Moderate-High,0.9052844,Moderate-High
Partial removal of lung lining for lung expansion,High,0.98109794,Moderate-High
Suture of ruptured muscle of thigh,High,0.82213885,Moderate-High
Replacement or irrigation of brain fluid drainage shunt catheter,Moderate-High,0.76082873,Moderate-High
Repair of lacerated cornea and/or sclera,Moderate-Low,0.42963257,Moderate-High
Total removal of thyroid lobe on one side of the neck,Moderate-High,0.94196606,Moderate-High
Severing of shoulder tendon to repair contracture,High,0.72162193,Moderate-High
Vaginal removal of uterus (250 grams or less),Moderate-High,0.95851415,Moderate-High
Tendon graft,Moderate-High,0.9418912,Moderate-High
Excision of corneal tissue to correct astigmatism,Moderate-Low,0.558734,Moderate-High
Mechanical separation of white blood cells and platelets from blood,Moderate-High,0.6095852,Moderate-High
Repair of herniated rectum into vaginal wall,Moderate-High,0.7519602,Moderate-High
Realignment of eye with repair of detached eye muscles,Moderate-High,0.6880997,Moderate-High
Repair of finger tendon,High,0.9734215,Moderate-High
Removal of protrusion sclera or cornea with graft,Moderate-High,0.71978086,Moderate-High
Repair of non-healed foot bone,High,0.970333,Moderate-High
Revision of opening from urinary tract to skin,Moderate-High,0.88718045,Moderate-High
Anesthesia for vaginal delivery,Moderate-Low,0.6807477,Moderate-High
Anterior (front) eye procedure,High,0.7696091,Moderate-High
"Biopsy of bone, open procedure",Moderate-Low,0.84378546,Moderate-High
"Balloon catheter opening of major lung artery (pulmonary), accessed through the skin",Moderate-High,0.76056767,Moderate-High
"Skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes (first 25 sq centimeters or less)",Moderate-High,0.6620426,Moderate-High
Creation of opening of windpipe and with insertion of speech prosthesis,Moderate-High,0.7506319,Moderate-High
Insertion of testicular prosthesis,Moderate-High,0.8849464,Moderate-High
"Closure of abnormal drainage tract from bladder canal (urethra) to skin, male",High,0.5479661,Moderate-High
Middle ear exploration,Moderate-High,0.70349133,Moderate-High
Destruction of rectal growth,Moderate-High,0.840909,Moderate-High
"Tying of varicosed veins in one leg, open procedure",Moderate-High,0.9429406,Moderate-High
Leg or ankle procedure,Moderate-High,0.86207646,Moderate-High
Repair of turning-inward eyelid defect,Moderate-High,0.9105361,Moderate-High
"Diagnostic examination of the wrist using an endoscope for infection, irrigation, and drainage",Moderate-High,0.7630168,Moderate-High
"Insertion of hardware to broken foot bone with manipulation, accessed through the skin",Moderate-High,0.6478655,Moderate-High
Closed treatment of finger tendon,Moderate-Low,0.79593474,Moderate-High
"Insertion of hardware broken bone of forearm at wrist, accessed through the skin",High,0.4608611,Moderate-High
Anesthesia for X-ray procedure on liver vein,Moderate-High,0.9153703,Moderate-High
Release of muscles of palm,Moderate-High,0.8638387,Moderate-High
Open treatment of broken thigh bone,Moderate-High,0.61156356,Moderate-High
Incision of nasal sinus,Moderate-High,0.86099577,Moderate-High
Biopsy of tear sac of the eye,Moderate-High,0.8249749,Moderate-High
Repair through the vagina of vaginal wall defect,Moderate-High,0.9151643,Moderate-High
Closed treatment of broken ankle with manipulation,Moderate-Low,0.9582367,Moderate-High
Anesthesia for partial removal of rib,Moderate-High,0.49066293,Moderate-High
"Injections of both sides of sacrum for enlargement, 2 or more needles, accessed through the skin",High,0.6436331,Moderate-High
Incision of nasal sinus,Moderate-High,0.86099577,Moderate-High
Blocking of uterine tubes by device using an endoscope,Low,0.6847502,Moderate-High
Transfer of tendon,Moderate-High,0.93042886,Moderate-High
Removal of lymph nodes from chin to thyroid cartilage,High,0.9159525,Moderate-High
Removal of scar tissue in eye,Moderate-Low,0.83920556,Moderate-High
"Exploration, biopsy, or removal of loose or foreign body of knee",Moderate-High,0.6465898,Moderate-High
Insertion of eye fluid drainage tube,Moderate-High,0.47647098,Moderate-High
Removal of pouch of female bladder canal (urethra),Moderate-High,0.73522997,Moderate-High
Revision or removal of brain neurostimulator electrodes,Moderate-High,0.95116395,Moderate-High
Removal of defect in wall of esophagus,High,0.92389673,Moderate-High
Repair of anal muscle and abnormal anal drainage tract,Moderate-High,0.9261564,Moderate-High
"Preparation of donor kidney for transplantation, open or endoscopic procedure",Moderate-Low,0.7423516,Moderate-High
Removal of multiple internal and external hemorrhoids with repair of abnormal anal drainage tract,Moderate-High,0.8653177,Moderate-High
Repair of trapped groin hernia patient age 5 years or older,Moderate-High,0.986121,Moderate-High
Repair of protruding ear,Moderate-High,0.79082125,Moderate-High
"Partial release of tissues of palm, open procedure",Moderate-High,0.787448,Moderate-High
Removal of cataract with insertion of lens,Moderate-High,0.9422348,Moderate-High
Removal of additional excessive skin and tissue beneath the skin of abdomen,Moderate-High,0.6009219,Moderate-High
Open treatment of dislocation of joint between collar and chest bones,Moderate-High,0.8997496,Moderate-High
Drainage or removal of foreign body of wrist joint,Moderate-High,0.8204052,Moderate-High
Removal (less than 1.5 centimeters) muscle growth of hand or finger,Moderate-High,0.94739956,Moderate-High
"Incision, removal, or repair of abnormal drainage tract from bladder into bowel",High,0.8720735,Moderate-High
Removal of (less than 5 centimeters) muscle growth of neck or front of chest,Moderate-High,0.73900676,Moderate-High
Removal of spine bone growth,Moderate-Low,0.89746326,Moderate-High
Removal of fluid accumulation in sperm reservoir,Moderate-High,0.8668973,Moderate-High
"Exploration of neck for postsurgical bleeding, blood clot, or infection",Moderate-High,0.797999,Moderate-High
Partial removal of toe bone joints,Moderate-High,0.7819522,Moderate-High
Combined multiple vein and artery heart artery bypasses,Moderate-High,0.8586584,Moderate-High
"Skin graft at trunk, arms, or legs (first 100 sq cm or less, or 1% body area of infants and children)",Moderate-High,0.89203143,Moderate-High
Drainage of anal abscess,Low,0.4677008,Moderate-High
Removal or scraping of bone cyst or growth of heel bone with donor bone graft,Moderate-High,0.6571981,Moderate-High
Removal of remaining cervix with repair of herniated bowel into vaginal wall,High,0.9531325,Moderate-High
Massage of heart muscle through chest cavity,Moderate-High,0.81235945,Moderate-High
Closed treatment of broken wrist bone with manipulation,Moderate-Low,0.6400599,Moderate-High
Anesthesia for closed diagnostic examination of chest using an endoscope,Moderate-High,0.5179886,Moderate-High
Biopsy and/or removal of polyp of the uterus using an endoscope,Moderate-High,0.7938072,Moderate-High
"Incision, removal, or repair of abnormal drainage tract from bladder into bowel",High,0.8720735,Moderate-High
Anesthesia for tying of major vein in lower abdomen,Moderate-Low,0.960293,Moderate-High
Percutaneous insertion of small bowel tube (accessed through the skin) using fluoroscopic guidance with contrast,Moderate-Low,0.8655581,Moderate-High
"Incision of elbow with exploration, drainage, or removal of foreign body",Moderate-Low,0.36246127,Moderate-High
Removal of blood clot in neck vein,Moderate-High,0.5911504,Moderate-High
